unitid,form_ic,stat_ic,stat_pte,prch_ic,idx_ic,imp_ic,cyactive,"closedat","instnm","addr","city","stabbr","zip","countynm",cntygeo,fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,refu_ic,src_ic,edit_ic,"date_ic",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,"act",newid,deathyr
"176035","1","1","1","-2","-2","-2","1","-2","MISSISSIPPI UNIVERSITY FOR WOMEN","BOX W1600","COLUMBUS","MS","39701","LOWNDES","87","28","5","CLYDA S RENT","PRESIDENT","6013294750","6013297114","6013297106","646000826","067136762","00242200","1","-2","4","1","02211999","1","1","1","1","7","1","1","2","20","27","0","0","0","2","2","2","2","32","6","A","-2","-2"
"176044","1","1","1","-2","-2","-2","1","-2","MISSISSIPPI VALLEY STATE UNIVERSITY","14000 HWY 82 W","ITTA BENA","MS","389411400","LEFLORE","83","28","5","LESTER C NEWMANN","PRESIDENT","6012549041","6012543338","6012543344","-1","073538654","00242400","1","-2","4","2","02171999","1","1","1","1","7","1","1","2","20","98","0","0","0","1","2","2","2","32","7","A","-2","-2"
"176053","1","1","1","-2","-2","-2","1","-2","MISSISSIPPI COLLEGE","PO BOX 4001","CLINTON","MS","39058","HINDS","49","28","5","DR HOWELL W TODD","PRESIDENT","6019253000","6019253212","6019253240","640303086","072630874","00241500","1","-2","4","2","02171999","2","1","2","6","7","1","1","1","21","13","0","1","1","2","2","2","2","21","4","A","-2","-2"
"176062","1","1","1","-2","-2","-2","1","-2","MISSISSIPPI COLLEGE OF BEAUTY CULTURE","732 SAWMILL RD","LAUREL","MS","39440","JONES","67","28","5","HELEN HATFIELD","PRESIDENT","6014287043","6014287127","6014287127","640712096","124583568","02302800","1","-2","4","2","02181999","9","3","3","2","2","1","2","2","0","63","0","0","0","2","2","2","2","-2","6","A","-2","-2"
"176071","1","1","1","-2","-2","-2","1","-2","MISSISSIPPI GULF COAST COMMUNITY COLLEGE","CENTRAL OFFICE PO BOX 609","PERKINSTON","MS","39573","STONE","131","28","5","WILLIS LOTT","PRESIDENT","6019285211","6019285211","6019285211","646000964","179489729","00241700","1","-2","4","1","01191999","4","2","1","1","3","1","2","2","40","17","1","2","1","2","2","2","2","40","7","A","-2","-2"
"176770","1","1","1","-2","-2","-2","1","-2","LESTER E COX COLLEGE OF NURSING AND HEALTH SCIENCE","1423 N JEFFERSON","SPRINGFIELD","MO","65802","GREENE","77","29","4","ELAINE CRABTREE","PRESIDENT","4172693401","4172693068","4172693069","144057718","168555068","02068200","1","-2","4","1","02171999","2","1","2","3","5","1","2","2","30","1","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"176789","1","1","1","-2","-2","-2","1","-2","CALVARY BIBLE COLLEGE","15800 CALVARY RD","KANSAS CITY","MO","641471341","CASS","37","29","4","JAMES L ANDERSON","PRESIDENT","8163220110","8163225152","8163225152","436052681","067950923","00245000","1","-2","4","1","02021999","2","1","2","6","9","1","1","1","11","6","0","0","2","2","2","2","2","32","1","A","-2","-2"
"176798","1","1","1","-2","-2","-2","1","-2","CAPE GIRARDEAU AREA VOCATIONAL TECHNICAL SCHOOL","301 N CLARK AVE","CAPE GIRARDEAU","MO","63701","CAPE GIRARDEAU","31","29","4","HAROLD C TILLEY","DIRECTOR","5733340826","5733340826","5733340826","436000601","136163201","00553200","1","-2","4","2","03011999","7","3","1","1","2","1","2","2","0","6","0","1","0","2","2","2","2","-2","5","A","-2","-2"
"176804","3","1","1","-2","-2","-2","1","-2","STAGE ONE","904 BROADWAY","CAPE GIRARDEAU","MO","63701","CAPE GIR","201","29","4","SUSAN KOEPP","ADMINISTRATOR","3143355078","3143355078","3143355078","430715485","048664486","01034700","1","-2","4","1","01111999","9","3","3","2","2","1","2","2","0","5","0","0","0","2","2","2","2","-2","5","A","-2","-2"
"176910","1","1","1","-2","-2","-2","1","-2","CENTRAL CHRISTIAN COLLEGE OF THE BIBLE","911 URBANDALE DR E","MOBERLY","MO","652701997","RANDOLPH","175","29","4","ROBERT D STACY","PRESIDENT","6602633900","6602633900","6602633900","430743910","077120418","02266400","1","-2","4","1","01111999","2","1","2","6","5","1","2","2","30","0","0","1","1","2","2","2","2","51","6","A","-2","-2"
"176929","3","3","4","-2","-2","1","1","-2","CENTRAL ACADEMY OF DOG GROOMING","1437 S MORLEY","MOBERLY","MO","65270","RANDOLPH","175","29","4","LA MYRNE BUGG","OWNER","8162631935","8162631935","8162631935","431205483","-3","-2","6","-2","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","A","-2","-2"
"176938","1","1","1","-2","-2","-2","1","-2","CENTRAL BIBLE COLLEGE","3000 N GRANT AVE","SPRINGFIELD","MO","658031096","GREENE","77","29","4","H MAURICE LEDNICKY","PRESIDENT","4178332551","4178332551","4178332551","440577785","056388770","00245200","1","-2","4","1","12091998","2","1","2","6","5","1","2","2","30","2","0","2","2","2","2","2","2","51","2","A","-2","-2"
"176947","1","1","1","-2","-2","-2","1","-2","CENTRAL METHODIST COLLEGE","411 CENTRAL METHODIST SQ","FAYETTE","MO","65248","HOWARD","89","29","4","MARIANNE E INMAN","PRESIDENT","8162483391","8162483391","8162483391","430654854","075903641","00245300","1","-2","4","1","01111999","2","1","2","6","7","1","1","2","20","7","0","0","0","2","2","2","2","32","6","A","-2","-2"
"176965","1","1","1","-2","-2","-2","1","-2","CENTRAL MISSOURI STATE UNIVERSITY","","WARRENSBURG","MO","64093","JOHNSON","101","29","4","ED ELLIOTT","PRESIDENT","6605434111","6605434040","6605434290","446000293","618009922","00245400","1","-2","4","1","03011999","1","1","1","1","8","1","1","2","20","6","0","1","1","2","2","2","2","21","6","A","-2","-2"
"177807","1","1","1","-2","-2","-2","1","-2","KENNETT AREA VOCATIONAL TECHNICAL SCHOOL","1400 W WASHINGTON","KENNETT","MO","63857","DUNKLIN","69","29","4","RALPH J HEMANN","DIRECTOR","5737171123","5737171123","5737171123","436004887","071976757","02073600","1","-2","4","1","01211999","7","3","1","1","2","1","2","2","0","15","0","0","0","2","2","2","2","-2","6","A","-2","-2"
"177816","1","1","1","-2","-2","-2","1","-2","KENRICK GLENNON SEMINARY","5200 GLENNON DR","ST LOUIS","MO","63119","ST LOUIS","189","29","4","GEORGE J LUCAS","RECTOR","3146440266","3146440266","3146440266","-1","125873042","00247600","1","-2","4","1","02241999","2","1","2","4","7","2","1","1","21","6","0","4","0","2","2","2","2","51","3","A","-2","-2"
"177834","1","1","1","-2","-2","-2","1","-2","KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE","800 W JEFFERSON","KIRKSVILLE","MO","63501","ADAIR","1","29","4","JAMES J MCGOVERN","PRESIDENT","6606262121","6606262529","6606262237","-1","006323315","00247700","1","-2","4","1","01111999","2","1","2","3","7","2","1","1","21","1","0","14","2","2","1","1","2","52","6","A","-2","-2"
"177852","3","1","1","-2","-2","-2","1","-2","LA PLANTE SCHOOL OF HAIRSTYLING","1340 BIG BEND RD","TWIN OAKS","MO","63021","ST LOUIS","189","29","4","JEAN MARIE WERNER","ADMINISTRATOR","3148610101","-1","3148610101","430911064","-3","-2","6","-2","4","1","02021999","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","3","A","-2","-2"
"177922","1","1","1","-2","-2","-2","1","-2","COX HEALTH SYSTEMS SCHOOL OF RADIOLOGIC TECHNOLOGY","3801 S NATIONAL AVE","SPRINGFIELD","MO","65807","GREENE","77","29","4","LARRY WALLIS","EXECUTIVE ADMINISTRATOR","4172694074","4172693068","4172694074","144057711","073037343","00439800","1","-2","4","1","02221999","2","1","2","3","5","1","2","2","30","0","0","0","0","2","2","2","2","-2","2","A","-2","-2"
"177931","1","1","1","-2","-2","-2","1","-2","LEX LA-RAY TECHNICAL COLLEGE","2323 HIGH SCHOOL DR","LEXINGTON","MO","64067","LAFAYETTE","107","29","4","DICK MICHAEL","SUPERINTENDENT","6602592264","6602592264","6602592264","446003208","120453618","02142200","1","-2","4","1","02081999","7","3","1","1","2","1","2","2","0","3","0","0","0","2","2","2","2","-2","3","A","-2","-2"
"177940","1","1","1","-2","-2","-2","1","-2","LINCOLN UNIVERSITY","820 CHESTNUT","JEFFERSON CITY","MO","651020029","COLE","51","29","4","DAVID B HENSON","PRESIDENT","5736815000","5736816156","5736815599","446001089","071970164","00247900","1","-2","4","2","01111999","1","1","1","1","7","1","1","2","20","24","1","1","1","1","2","2","2","22","5","A","-2","-2"
"177968","1","1","1","-2","-2","-2","1","-2","LINDENWOOD UNIVERSITY","209 S KINGS HWY","ST CHARLES","MO","63301","ST CHARLES","183","29","4","DENNIS SPELLMANN","PRESIDENT","3149492000","3149492000","3149492000","430652649","784232407","00248000","1","-2","4","1","02211999","2","1","2","3","8","1","1","2","20","8","1","1","1","2","2","2","2","21","2","A","-2","-2"
"177977","1","1","1","-2","-2","-2","1","-2","LINN STATE TECHNICAL COLLEGE","ONE TECHNOLOGY DR","LINN","MO","65051","OSAGE","151","29","4","DONALD CLAYCOMB","PRESIDENT","5738973603","5738973603","5738973603","436002048","077139723","00471100","1","-2","4","1","01211999","4","2","1","1","4","1","2","2","40","1","1","0","1","2","2","2","2","-2","7","A","-2","-2"
"175157","1","1","1","-2","-2","-2","1","-2","LAURENTIAN COMMUNITY AND TECHNICAL COLLEGE DIST","1900 E CAMP ST","ELY","MN","55731","SAINT LOUIS","137","27","4","JON HARRIS","PRESIDENT","2183657200","2187447525","2183657224","416007162","012088352","00235000","1","-2","4","2","02241999","4","2","1","1","4","1","2","2","40","7","1","0","1","2","2","2","2","-2","4","A","-2","-2"
"175166","1","1","1","-2","-2","-2","1","-2","MINNEAPOLIS VETERANS ADMINISTRATION-SCH OF ANESTH","ONE VETERANS DR STE 112A","MINNEAPOLIS","MN","55417","HENNEPIN","53","27","4","KATHLEEN FAGERLUND","PROGRAM DIRECTOR","6127252000","6127252000","6127252000","410693970","801861998","01133100","3","-2","4","1","02161999","1","1","1","1","6","2","1","2","0","0","0","13","0","2","2","2","2","-2","1","A","-2","-2"
"175175","1","1","1","-2","-2","-2","1","-2","VETERANS AFFAIRS MEDICAL CENTER SCH OF RAD TECHN","1 VETERANS DR","MINNEAPOLIS","MN","55417","HENNIPEN","53","27","4","CHARLES MILBRANDT","MEDICAL CENTER DIRECTOR","6127252038","-1","6127252038","410696270","071774624","00438600","1","-2","4","2","05251999","4","2","1","1","4","1","2","2","0","0","13","0","0","2","2","2","2","-2","1","A","-2","-2"
"175193","1","1","1","-2","-2","-2","1","-2","NORTHWEST TECHNICAL COLLEGE-WADENA","405 SW COLFAX AVE BOX 566","WADENA","MN","56482","WADENA","159","27","4","RONALD MATUSKA","PRESIDENT","2186313530","2186313530","2186313530","-1","-3","00554106","1","-2","4","2","02171999","4","2","1","1","4","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","6","A","-2","-2"
"175227","1","1","1","-2","-2","-2","1","-2","DUNWOODY INDUSTRIAL INSTITUTE","818 DUNWOODY BLVD","MINNEAPOLIS","MN","554031192","HENNEPIN","53","27","4","FRANK STARKE","PRESIDENT","6123745800","6123745800","6123745800","410693856","076482710","00464100","1","-2","4","1","01191999","5","2","2","3","3","1","2","2","40","2","1","2","1","2","2","2","2","40","1","A","-2","-2"
"175236","1","1","1","-2","-2","-2","1","-2","RIDGEWATER COLLEGE-A COMM AND TECH COLL-WILLMAR","2101 15TH AVE NW","WILLMAR","MN","56201","KANDIYOHI","67","27","4","COLLEEN THOMPSON","PRESIDENT","3202312917","3202317677","3202312903","411687554","066908849","00525200","1","-2","4","1","01191999","4","2","1","1","4","1","2","2","40","0","0","0","2","2","2","2","2","40","6","A","-2","-2"
"175254","3","1","1","-2","-2","-2","1","-2","WINGS INC","670 BAYFIELD ST","ST PAUL","MN","55107","RAMSEY","123","27","4","BRIAN ADDIS","PRESIDENT","6572278981","6574559621","6572278981","410874111","-3","-2","6","-2","4","1","12041998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"175263","1","1","1","-2","-2","-2","1","-2","MINNESOTA STATE COLLEGE-SOUTHEAST-WINONA CAMPUS","1250 HOMER RD","WINONA","MN","55987","WINONA","169","27","4","JAMES JOHNSON","PRESIDENT","5074532745","5074532710","5074532720","411718175","835818915","00239300","1","-2","4","1","01191999","4","2","1","1","4","1","2","2","40","-3","-3","-3","-3","2","2","2","2","-2","5","A","-2","-2"
"175272","1","1","1","-2","-2","-2","1","-2","WINONA STATE UNIVERSITY","8TH AND JOHNSON ST","WINONA","MN","559870838","WINONA","169","27","4","DARRELL W KRUEGER","PRESIDENT","5074575000","5074575090","5074575100","-1","806782405","00239400","1","-2","4","2","01131999","1","1","1","1","7","1","1","2","20","1","0","2","1","2","2","2","2","21","5","A","-2","-2"
"168786","1","1","1","-2","-2","-2","1","-2","AQUINAS COLLEGE","1607 ROBINSON RD SE","GRAND RAPIDS","MI","495061799","KENT","81","26","3","HARRY J KNOPKE","PRESIDENT","6164598281","6164598281","6167324460","-1","058344961","00223900","1","-2","4","1","12091998","2","1","2","4","7","1","1","2","20","5","0","1","2","2","2","2","2","22","2","A","-2","-2"
"168838","1","1","1","-2","-2","-2","1","-2","BAKER COLLEGE OF OWOSSO","1020 S WASHINGTON ST","OWOSSO","MI","48867","SHIAWASSEE","155","26","3","DENISE BANNAN","PRESIDENT","5177235251","5177235251","5177235251","382805044","-3","00467304","1","-2","4","1","01121999","2","1","2","3","5","1","2","2","30","1","1","0","2","2","2","2","2","55","6","A","-2","-2"
"168847","1","1","1","-2","-2","-2","1","-2","BAKER COLLEGE OF FLINT","G1050 W BRISTOL RD","FLINT","MI","48507","GENESEE","49","26","3","JULIANNE T PRINCINSKY","PRESIDENT","8107677600","8107664200","8107664000","-1","556857621","00467300","1","-2","4","1","02031999","2","1","2","3","5","1","2","2","30","14","1","2","1","2","2","2","2","55","2","A","-2","-2"
"168883","1","1","1","-2","-2","-2","1","-2","BAY DE NOC COMMUNITY COLLEGE","2001 N LINCOLN RD","ESCANABA","MI","49289","-1","91","26","3","MICHAEL ALLKINS","PRESIDENT","9067865802","9067865802","9067865802","-1","074791427","00224000","1","-2","4","2","01211999","4","2","1","1","3","1","2","2","40","0","2","0","0","2","2","2","2","40","6","A","-2","-2"
"168892","3","1","1","-2","-2","-2","1","-2","BAYSHIRE ACADEMY OF BEAUTY CRAFT INC","917 SAGINAW ST","BAY CITY","MI","48708","BAY","17","26","3","JAMES F GOODROW","PRESIDENT","5178944923","5178942431","5178942431","382039556","076327675","02285700","1","-2","4","1","12091998","9","3","3","2","2","1","2","2","0","7","2","2","8","2","2","2","2","-2","2","A","-2","-2"
"168944","1","1","1","-2","-2","-2","1","-2","BLACK FOREST HALL","2787 QUICK RD","HARBOR SPRINGS","MI","49740","EMMET","47","26","3","CEEJAY HECKENBERG","DIRECTOR-PRESIDENT","6165267066","6165267066","6165267066","591659217","-3","02517400","5","-2","4","1","01111999","2","1","2","3","5","1","2","2","30","-3","-3","-3","-3","2","2","2","2","55","7","A","-2","-2"
"169035","3","3","4","-2","-2","1","1","-2","BROOKS AERO INC","1243 KALAMAZOO AVE","MARSHALL","MI","49068","-1","25","26","3","SCOTT SOUTHWELL","PRESIDENT","6167813996","-1","-1","-1","-3","-2","6","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"169062","3","1","1","-2","-2","-2","1","-2","BYRONS SCHOOL OF FLORAL ARTS","11851 WOODWARD","DETROIT","MI","48203","WAYNE","163","26","3","PAT DUFF","OWNER","3138682202","-1","3138682202","383202145","-3","-2","6","-2","4","1","12091998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
"169071","3","3","4","-2","-2","1","1","-2","CADILLAC ACADEMY OF BEAUTY","205 N MITCHELL","CADILLAC","MI","49601","WEXFORD","165","26","3","IRENE COON","ADMINISTRATOR","6167753642","6167753642","6167753642","-1","-3","03011400","5","-2","-2","-2","-2","9","3","3","2","2","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","6","A","-2","-2"
"167224","1","1","1","-2","-2","-2","1","-2","NEW ENGLAND SCHOOL OF PHOTOGRAPHY","537 COMMONWEALTH AVE","BOSTON","MA","02215","SUFFOLK","25","25","1","WILLIAM CARRUTHERS","PRESIDENT","6174371868","6174371868","6174371868","042441450","080050362","02163500","1","-2","4","1","01211999","6","2","3","2","4","1","2","2","0","3","0","6","3","2","2","2","2","-2","1","A","-2","-2"
"167251","1","1","1","-2","-2","-2","1","-2","NEWBURY COLLEGE-BROOKLINE","129 FISHER AVE","BROOKLINE","MA","02146","NORFOLK","21","25","1","ROY NIRSCHEL","PRESIDENT","6177307000","6177307101","6177307007","-1","079504783","00748400","1","-2","4","1","01091999","2","1","2","3","5","1","2","2","30","7","0","11","4","2","2","2","2","40","3","A","-2","-2"
"167260","1","1","1","-2","-2","-2","1","-2","NICHOLS COLLEGE","CENTER RD","DUDLEY","MA","01571","WORCESTER","27","25","1","DEBRA M MURPHY","PRESIDENT","5089431560","5089431560","5089432055","042104778","075348714","00219700","1","-2","4","1","01091999","2","1","2","3","7","1","1","2","20","2","0","1","2","2","2","2","2","55","3","A","-2","-2"
"167288","1","1","1","-2","-2","-2","1","-2","MASSACHUSETTS COLLEGE OF LIBERAL ARTS","375 CHURCH ST","NORTH ADAMS","MA","01247","BERKSHIRE","3","25","1","THOMAS D. ACETO","PRESIDENT","4136625000","4136625219","4136625410","046002284","878043553","00218700","1","-2","4","1","01091999","1","1","1","1","7","1","1","2","20","3","0","1","1","2","2","2","2","32","6","A","-2","-2"
"167297","1","1","1","-2","-2","-2","1","-2","NORTH BENNET STREET SCHOOL","39 N BENNET ST","BOSTON","MA","02113","SUFFOLK","25","25","1","CYNTHIA S STONE","EXECUTIVE DIRECTOR","6172270155","6172270155","6172270155","042103830","071720288","02197900","1","-2","4","2","03301999","5","2","2","3","4","1","2","2","0","1","0","1","3","2","2","2","2","-2","1","A","-2","-2"
"167312","1","1","1","-2","-2","-2","1","-2","NORTH SHORE COMMUNITY COLLEGE","1 FERNCROFT RD","DANVERS","MA","01923","ESSEX","9","25","1","GEORGE TRAICOFF","PRESIDENT","5087624000","5087624000","5087624000","-1","948677299","00217300","1","-2","4","1","01191999","4","2","1","1","3","1","2","2","40","6","0","2","9","2","2","2","2","40","3","A","-2","-2"
"167321","1","3","4","-2","-2","1","1","-2","MASSACHUSETTS COMMUNICATION COLLEGE","142 BERKELEY ST","BOSTON","MA","02116","-1","25","25","1","RUTH MCNALLY","DIR FINANC AID","6172677910","6172677910","6172677910","040298778","079504601","00748600","1","-2","-2","-2","-2","6","2","3","2","3","1","2","2","40","-1","-1","-1","-1","2","2","2","2","-2","1","A","-2","-2"
"167358","1","1","1","-2","-2","-2","1","-2","NORTHEASTERN UNIVERSITY","360 HUNTINGTON AVE","BOSTON","MA","02115","SUFFOLK","25","25","1","RICHARD M FREELAND","PRESIDENT","6173732000","6173733190","6173732200","041679980","001423631","00219900","1","-2","4","2","01261999","2","1","2","3","9","1","1","1","11","4","0","4","2","2","2","2","2","12","1","A","-2","-2"
"167376","1","1","1","-2","-2","-2","1","-2","NORTHERN ESSEX COMMUNITY COLLEGE","ELLIOTT WAY","HAVERHILL","MA","018302399","ESSEX","9","25","1","DAVID F HARTLEB","PRESIDENT","9785563900","9785563650","9785563600","-1","781262480","00217400","1","-2","4","1","02191999","4","2","1","1","3","1","2","2","40","1","0","1","14","2","2","2","2","40","3","A","-2","-2"
"167792","1","1","1","-2","-2","-2","1","-2","SIMONS ROCK COLLEGE OF BARD","84 ALFORD RD","GREAT BARRINGTON","MA","012309702","BERKSHIRE","3","25","1","B F RODGERS JR","DEAN","4135280771","4135287297","4135287312","-1","060533312","00964500","1","-2","4","1","12091998","2","1","2","3","5","1","2","2","30","3","0","6","2","2","2","2","2","31","6","A","-2","-2"
"167808","3","1","1","-2","-2","-2","1","-2","SKILLS","150 FEARING ST","AMHERST","MA","01002","HAMPSHIRE","15","25","1","LAWRENCE GIAMBRONE","OWNER DIRECTOR","4135492686","-1","-1","043389290","-3","-2","6","-2","4","2","12091998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","4","A","-2","-2"
"167826","3","1","1","-2","-2","-2","1","-2","SMITH & WESSON ACADEMY","299 PAGE BLVD","SPRINGFIELD","MA","01104","-1","13","25","1","ROBERT HUNT","DIRECTOR","4138466461","-1","4138466461","133386737","-3","-2","6","-2","4","1","12081998","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","2","A","-2","-2"
"167835","1","1","1","-2","-2","-2","1","-2","SMITH COLLEGE","ELM ST","NORTHAMPTON","MA","01063","HAMPSHIRE","15","25","1","RUTH J SIMMONS","PRESIDENT","4135842700","4135852530","4135852500","041843040","949488233","00220900","1","-2","4","2","02191999","2","1","2","3","9","1","1","2","10","4","1","9","3","2","2","2","2","31","2","A","-2","-2"
"167853","1","1","1","-2","-2","-2","1","-2","SAINT HYACINTH COLLEGE AND SEMINARY","66 SCHOOL ST","GRANBY","MA","01033","HAMPSHIRE","15","25","1","JUDE SUROWIEC","PRESIDENT","4134677191","4134677191","4134677191","237242939","079243044","00221300","1","-2","4","1","01131999","2","1","2","4","5","1","2","2","30","0","0","0","0","2","2","2","2","51","7","A","-2","-2"
"167871","1","1","1","-2","-2","-2","1","-2","SOUTHEASTERN TECHNICAL INSTITUTE","250 FOUNDRY ST","SOUTH EASTON","MA","02375","BRISTOL","5","25","1","JAMES J HAGER","SUPERINTENDENT","5082381860","5082381860","5082381860","042347223","606773216","01238600","1","-2","4","2","01211999","7","3","1","1","2","1","2","2","0","17","0","0","2","2","2","2","2","-2","3","A","-2","-2"
"167899","1","1","1","-2","-2","-2","1","-2","SPRINGFIELD COLLEGE","263 ALDEN ST","SPRINGFIELD","MA","01109","HAMPDEN","13","25","1","ROBERT AEBERSOLD","INTERIM PRESIDENT","4137483116","4137483108","4137483136","042104329","957134950","00221100","1","-2","4","2","01271999","2","1","2","3","9","1","1","2","10","8","0","1","5","2","2","2","2","21","2","A","-2","-2"
"167905","1","1","1","-2","-2","-2","1","-2","SPRINGFIELD TECHNICAL COMMUNITY COLLEGE","1 ARMORY SQ","SPRINGFIELD","MA","01105","HAMPDEN","13","25","1","ANDREW M SCIBELLI","PRESIDENT","4137817822","4137817822","4137817822","-1","066983636","00807800","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","8","1","2","9","2","2","2","2","40","2","A","-2","-2"
"167987","1","1","1","-2","-2","-2","1","-2","UNIVERSITY OF MASSACHUSETTS-DARTMOUTH","285 OLD WESTPORT RD","NORTH DARTMOUTH","MA","027472300","DARTMOUTH","5","25","1","PETER H CRESSY","CHANCELLOR","5089998000","5089998632","5089998605","046002284","783956568","00221000","1","-2","4","1","01121999","1","1","1","1","9","1","1","2","10","5","1","2","2","2","2","2","2","21","3","A","-2","-2"
"169974","1","1","1","-2","-2","-2","1","-2","GLEN OAKS COMMUNITY COLLEGE","62249 SHIMMEL RD","CENTREVILLE","MI","49032","ST JOSEPH","149","26","3","MARILYNN N LIDDELL","PRESIDENT","6164679945","6164679945","6164679945","381800033","074299447","00226300","1","-2","4","2","01211999","4","2","1","1","4","1","2","2","40","2","1","1","1","2","2","2","2","40","7","A","-2","-2"
"169983","1","1","1","-2","-2","-2","1","-2","KETTERING UNIVERSITY","1700 W THIRD AVE","FLINT","MI","485044898","GENESEE","49","26","3","JAMES E A JOHN","PRESIDENT","8107629500","8107627859","8107627865","382410852","064181076","00226200","1","-2","4","2","01111999","2","1","2","3","7","1","1","2","20","6","0","5","2","2","2","2","2","54","2","A","-2","-2"
"169992","1","1","1","-2","-2","-2","1","-2","GOGEBIC COMMUNITY COLLEGE","E 4946 JACKSON RD","IRONWOOD","MI","49938","GOGEBIC","53","26","3","DONALD J FOSTER","PRESIDENT","9069324231","9069324231","9069324231","381816843","030177224","00226400","1","-2","4","1","01191999","4","2","1","1","3","1","2","2","40","0","2","0","0","2","2","2","2","40","6","A","-2","-2"
"170000","1","1","1","-2","-2","-2","1","-2","GRACE BIBLE COLLEGE","1011 ALDON SW","WYOMING","MI","49509","KENT","81","26","3","E BRUCE KEMPER","PRESIDENT","6165382330","6165382330","6165382330","381673400","080366982","00226500","1","-2","4","1","02211999","2","1","2","6","5","1","2","2","30","2","1","1","0","2","2","2","2","51","4","A","-2","-2"
"170037","1","1","1","-2","-2","-2","1","-2","CORNERSTONE COLLEGE","1001 E BELTLINE AVE NE","GRAND RAPIDS","MI","495055897","KENT","81","26","3","REX ROGERS","PRESIDENT","6169495300","6169495300","6169495300","381443369","080353469","00226600","1","-2","4","1","12091998","2","1","2","6","5","1","2","2","30","1","0","1","2","2","2","2","2","22","2","A","-2","-2"
"170046","3","1","1","-2","-2","-2","1","-2","GRAND RAPIDS EDUCATIONAL CENTER","1750 WOODWORTH ST NE","GRAND RAPIDS","MI","49525","KENT","81","26","3","GEORGE GRAYEB","PRESIDENT","6163648464","6163648464","6163648464","382442031","020893442","02100400","1","-2","4","1","12091998","9","3","3","2","2","1","2","2","0","12","0","1","5","2","2","2","2","-2","2","A","-2","-2"
"170055","1","1","1","-2","-2","-2","1","-2","GRAND RAPIDS COMMUNITY COLLEGE","143 BOSTWICK AVE NE","GRAND RAPIDS","MI","495033295","KENT","81","26","3","PATRICIA PULLIAM","PRESIDENT INTERIM","6162344000","6162344030","6162344100","382980195","780427324","00226700","1","-2","4","1","01191999","4","2","1","1","3","1","2","2","40","7","1","3","3","2","2","2","2","40","2","A","-2","-2"
"170082","1","1","1","-2","-2","-2","1","-2","GRAND VALLEY STATE UNIVERSITY","1 CAMPUS DR","ALLENDALE","MI","494019403","OTTAWA","139","26","3","AREND LUBBERS","PRESIDENT","6168956611","6168953234","6168952025","381684280","808023154","00226800","1","-2","4","1","02211999","1","1","1","1","7","1","1","2","20","4","1","2","2","2","2","2","2","21","4","A","-2","-2"
"170091","1","1","1","-2","-2","-2","1","-2","GREAT LAKES CHRISTIAN COLLEGE","6211 W WILLOW HWY","LANSING","MI","48917","EATON","45","26","3","JERRY M PAUL","PRESIDENT","5173210242","5173210242","5173210242","-1","060982238","00226900","1","-2","4","1","01111999","2","1","2","6","5","1","2","2","30","3","1","0","0","2","2","2","2","51","4","A","-2","-2"
"170620","1","1","1","-2","-2","-2","1","-2","LAKE MICHIGAN COLLEGE","2755 E NAPIER AVE","BENTON HARBOR","MI","490228099","BERRIEN","21","26","3","RICHARD PAPPAS","PRESIDENT","6169273571","6169273571","6169273571","381738980","078916889","00227700","1","-2","4","1","01211999","4","2","1","1","3","1","2","2","40","15","1","2","3","2","2","2","2","40","2","A","-2","-2"
"181330","1","1","1","-2","-2","-2","1","-2","MIDLAND LUTHERAN COLLEGE","9TH AND CLARKSON ST","FREMONT","NE","68025","DODGE","53","31","4","CARL HANSEN","PRESIDENT","4027215480","4027215480","4027215480","470376551","078020765","00255300","1","-2","4","1","01121999","2","1","2","6","5","1","2","2","30","4","0","0","1","2","2","2","2","32","6","A","-2","-2"
"181349","3","3","4","-2","-2","1","1","-2","NANCY BOUNDS INTERNATIONAL","11915 PIERCE PLZ","OMAHA","NE","68144","-1","55","31","4","MARK SCONCE","MANAGER","4025589292","4025589292","4025589292","470611505","-3","-2","6","1","-2","-2","-2","9","3","3","2","1","1","2","2","0","-3","-3","-3","-3","2","2","2","2","-2","1","A","-2","-2"
