unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,imptype,parchild,idx,sector,iclevel,control,affil,hloffer,fpoffer,locale,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,source,"opeid",opeind,hdegoffr,ncesedit,"formrt",cntygeo,resplast,respstat,"addr","zip","countynm",congdist,"gentele","fintele","admtele","ein","chfnm","chftitle"
"368823","SCHOOL OF APPLIED THEOLOGY","OAKLAND","CA","6","8","","1","","","","2","1","2","4","7","","1","","","","","","","","","","4","","","20","1","IC4","1","1","1","5890 BIRCH CT","946181626","ALAMEDA","8","4156521651","4156521651","4156521651","","FRANK B NIEMAN","PRESIDENT"
"368832","THANH LE COLLEGE SCHOOL OF COSMETOLOGY","GARDEN GROVE","CA","6","8","","1","","","","9","3","3","2","2","","3","0","0","48","38","","","","","","4","02236400","3","0","1","IC3","59","1","1","12875 CHAPMAN AVE","92840","ORANGE","33","7149715844","7149715844","7149715844","460519929","THANH LE","OWNER"
"368771","HYPNOSIS MOTIVATION INSTITUTE","TARZANA","CA","6","8","","1","","","","8","3","2","3","2","","1","","","","","","","","","","4","02545900","1","0","1","IC3","37","1","1","18607 VENTURA BLVD STE 310","91356","LOS ANGELES","","8183444464","8183444464","8183444464","237198104","GEORGE KAPPAS","DIRECTOR"
"368780","LOS ANGELES ORT TECHNICAL INSTITUTE","LOS ANGELES","CA","6","8","","1","","","","8","3","2","5","1","","1","0","0","9","1","","","","","","4","02570300","1","0","2","IC3","37","1","1","6435 WILSHIRE BLVD","90048","LOS ANGELES","32","2139665444","2139665444","2139665444","133281910","JOSEPH NEMAN","DIRECTOR"
"368805","NOVA INSTITUTE OF HEALTH TECHNOLOGY","LOS ANGELES","CA","6","8","","1","","","","6","2","3","2","3","","1","33","1","7","34","","","","","","4","030723A1","2","40","1","IC1","37","1","1","3000 S ROBERTSON BLVD","90034","LOS ANGELES","","3108405777","3108405777","3108405777","954029723","RASHED ELYAS","CEO"
"368869","WASHINGTON PSYCHOANALYTIC INSTITUTE","WASHINGTON","DC","11","2","","1","","","","2","1","2","3","8","","1","","","","","","","","","","4","","","0","1","IC4","1","1","1","4925 MACARTHUR BLVD NW","20007","DISTRICT OF COLUMBIA","","2023385453","","","","ANTOINE G HANI","CHAIRMAN"
"368911","SOUTHEASTERN TECHNICAL INSTITUTE","VIDALIA","GA","13","5","30665","1","","","","4","2","1","1","4","","6","32","0","0","1","","","","","","4","03066500","1","0","1","IC1","279","1","1","3001 E FIRST ST","30474","TOOMBS","1","9125383100","9125370386","9125370386","581865531","CATHRYN T MEEHAN","PRESIDENT"
"368948","ILLINOIS ACADEMY OF REAL ESTATE","AURORA","IL","17","3","","4","2","","","9","3","3","2","1","","2","","","","","","","","","","","","","0","","IC4","89","1","3","316 N LAKE ST","60506","KANE","","7088440222","7088440222","7088440222","","MICHAEL FAIR","OWNER"
"368993","LEARNING INSTITUTE FOR BEAUTY SCIENCES","MALDEN","MA","25","1","","1","","","","9","3","3","2","2","","3","22","5","8","12","","","","","","4","00912900","1","0","1","IC3","17","1","1","384 MAIN ST","02148","","","6173243400","6173243400","6173243400","112140248","SALVATORE PAPPACODA","REGIONAL MANAGER"
"369002","MASSACHUSETTS SCHOOL OF LAW","ANDOVER","MA","25","1","","1","","","","2","1","2","3","","1","3","","","","","","","","","","4","03235300","1","1","1","IC4","9","1","1","500 FEDERAL ST WOODLAND PARK","01810","ESSEX","5","5086810800","5086810800","5086810800","043009002","PAULA DICKINSON","CONTROLLER TREASURER"
"369020","DAHLS COLLEGE OF BEAUTY INC","GREAT FALLS","MT","30","7","","1","","","","6","2","3","2","4","","2","6","3","0","3","","","","","","6","00894700","1","0","1","IC1","13","1","1","716 CENTRAL AVE","59401","CASCADE","","4064543453","4064543453","4064543453","810379977","BEVERLY J BALL","OWNER DIRECTOR"
"369039","MONTANA NANNIES INC","SHELBY","MT","30","7","","4","1","","","9","3","3","2","1","","6","","","","","","","","","","","","","0","","IC4","101","3","3","101 11TH AVE S","59474","TOOLE","","4064342502","","4064342502","","CONNIE K BUECHLER",""
"369057","ALLIANCE TRACTOR TRAILER TRAINING CENTER","ARDEN","NC","37","5","","1","","","","9","3","3","2","1","","9","","","","","","","","","","6","02337100","9","0","1","IC4","89","1","1","HWY 25 S","28704","HENDERSON","","7046844454","7046844454","7046844454","561316196","ROBERT GIBSON","DIRECTOR"
"369084","ITT TECHNICAL INSTITUTE","ALBUQUERQUE","NM","35","6","923611","1","","","","3","1","3","2","5","","1","4","12","2","46","","","","","","4","02361101","1","30","2","IC1","1","1","1","5100 MASTHEAD NE","87109","BERNALILLO","1","5058281114","5058281114","5058281114","850390490","MARIANNE RITTNER","DIRECTOR"
"369109","COMMUNITY SERVICES DIVISION-ALLIANCE CITY","ALLIANCE","OH","39","3","","1","","","","7","3","1","1","1","","4","10","0","0","0","","","","","","4","03015100","1","0","1","IC1","151","1","1","200 GLAMORGAN","44601","ALLIANCE","16","3308212100","3308212100","3308212100","","ARTHUR GARNES","SUPERINTENDENT"
"369206","SOUTHLAND INSTITUTE","HOUSTON","TX","48","6","","1","","","","9","3","3","2","2","","1","30","0","3","26","","","","","","4","02270202","1","0","1","IC3","201","1","1","256 N BELT STE 204","77032","HARRIS","7","7134484545","7134484545","7134486060","752096188","GENA GENTRY","V P ADMINISTRATION"
"369215","INTERNATIONAL CHRISTIAN INSTITUTE AND GRADUATE SCH","HOUSTON","TX","48","6","","1","9","","","2","1","2","6","9","","1","","","","","","","","","","6","","","10","2","IC4","201","1","1","PO BOX 720405","77272","","","7135610809","7134959720","7135619672","","EDDIE ADAMS","PRESIDENT"
"369303","SCHOOL OF HEALING ARTS","PACIFIC BEACH","CA","6","8","","1","9","","","8","3","2","3","2","","1","","","","","","","","","","6","","","0","2","IC4","73","1","1","1001 GARNET AVE STE 200","92109","SAN DIEGO","","6195819429","","","330422032","SEYMOUR KOBLIN","DIRECTOR"
"369163","HEAVY EQUIPMENT OPERATIONS SCHOOL INC","EUGENE","OR","41","8","","1","","","","9","3","3","2","1","","2","","","","","","","","","","4","","","0","1","IC4","39","1","1","81 CENTENNIAL LOOP STE 3","97401","LANE","4","8002657535","5416078703","5416078703","931192017","CURTIS B OLSON","SCHOOL DIRECTOR"
"369172","HARRISBURG AREA COMMUNITY COLLEGE-LANCASTER","LANCASTER","PA","42","2","903273","1","","","","4","2","1","1","3","","2","5","0","3","5","","","","","","4","00327302","1","40","1","IC1","71","1","1","1008 NEW HOLLAND AVE","17601","DAUPHIN","17","7177802300","7177802330","7177802400","231639151","PAUL B HURLEY","ACTING PRESIDENT"
"369181","HARRISBURG AREA COMMUNITY COLLEGE-LEBANON","LEBANON","PA","42","2","903273","1","","","","4","2","1","1","3","","2","2","0","1","6","","","","","","4","00327301","1","40","1","IC1","75","1","1","731 CUMBERLAND ST","17042","DAUPHIN","17","7177802300","7177802330","7177802400","231639151","PAUL B HURLEY","PRESIDENT"
"369312","JOHN PERI BEAUTY COLLEGE","LOMITA","CA","6","8","","1","","","","9","3","3","2","2","","3","1","0","9","17","","","","","","4","00825100","3","0","1","IC3","37","1","1","2418 B LOMITA BLVD","90717","LOS ANGLES","36","3103253005","","3103253005","951830741","TINA KOTCH","ADMINISTRATOR"
"369242","INTERNATIONAL INSTITUTE OF HAIR DESIGN","TAYLORSVILLE","UT","49","7","","1","","","","6","2","3","2","4","","4","1","0","13","8","","","","","","6","01017301","1","0","1","IC1","35","1","1","5536 S 1900 W","84118","SALT LAKE CITY","2","8019658121","8019658121","8019658121","","MICHAEL ANDREASEN","PRES"
"369288","BOOKER T CRENSHAW CHRISTIAN COL & SCH MINISTRY INC","SAN DIEGO","CA","6","8","","1","","","","2","1","2","6","9","1","1","","","","","","","","","","4","","","11","2","IC4","73","1","1","3134 FRANKLIN AVE","92113","SAN DIEGO","44","6192350771","6192350771","6192350771","953847678","BOOKER T CRENSHAW SR","PRESIDENT"
"369349","SOUTHERN CALIFORNIA HEALTH CARE EDUCATION CENTER","LOS ANGELES","CA","6","8","","1","","","","8","3","2","3","1","","1","","","","","","","","","","4","","","0","1","IC4","37","1","1","2444 S CRENSHAW BLVD","90016","LOS ANGELES","","2137359558","","","953545900","BETTY MILLER","EXECUTIVE DIRECTOR"
"369400","CLINTON TECHNICAL INSTITUTE-MOTORCYCLE/MARINE MECH","ORLANDO","FL","12","5","","1","","","","9","3","3","2","2","","2","1","1","0","5","","","","","","4","02100502","1","0","1","IC3","95","1","1","9751 DELEGATES DR","32837","ORANGE","8","4072402422","4072402422","4072402422","860329466","JOHN C WHITE","PRESIDENT"
"369419","D G ERWIN TECHNICAL CENTER","TAMPA","FL","12","5","","1","","","","4","2","1","1","4","","1","12","0","2","9","","","","","","4","00559400","1","0","2","IC1","57","1","1","2010 E HILLSBOROUGH AVE","33610","HILLSBOROUGH","","8132311800","8132388631","8132388631","","MICHAEL D DONOHUE","ASSISTANT ADMIN DIRECTOR"
"369446","ROSEL SCHOOL OF COSMETOLOGY","CHICAGO","IL","17","3","","1","","","","9","3","3","2","2","","1","1","0","32","0","","","","","","4","03082900","1","0","1","IC3","31","1","1","2444 W DEVON","60659","COOK","","7735085600","7735085166","7735085600","363468184","ROSEL BAEK","OWNER DIRECTOR"
"369455","WORSHAM COLLEGE","WHEELING","IL","17","3","","1","","","","9","3","3","2","2","","3","9","1","1","4","","","","","","4","00178300","1","0","1","IC3","31","1","1","495 NORTHGATE PKWY","600902646","COOK","","8478088444","8478088444","8478088444","363037484","BRUNO B BAK","PRESIDENT"
"369516","BRYAN CAREER COLLEGE","SPRINGFIELD","MO","29","4","","1","","","","9","3","3","2","1","","2","2","0","2","0","","","","","","4","03066300","1","0","1","IC3","77","1","1","520 W UNIVERSITY STE B","65807","GREENE","7","4178625700","4178625700","4178625700","481072330","DAVID M BRYAN","CHIEF EXECUTIVE OFFICER"
"369525","ST JOHNS MERCY MEDICAL CENTER SCHOOL CLIN LAB SCI","ST LOUIS","MO","29","4","","1","","","","2","1","2","4","6","","3","","","","","","","","","","4","","","30","1","IC4","189","1","1","615 S NEW BALLAS RD","631418277","ST LOUIS","2","3145696855","3145696855","3145696855","430653493","MARY KAY BEIERMANN","PROGRAM DIRECTOR"
"369534","BILLINGS BUSINESS COLLEGE","BILLINGS","MT","30","7","","1","","","","5","2","2","3","3","","2","1","5","0","1","","","","","40","4","03030200","1","40","1","IC1","111","1","1","2520 5TH AVE S","59101","YELLOWSTONE","2","4062561000","4062561000","4062561000","841249779","SUSAN B LAYTON","COLLEGE DIRECTOR"
"369570","CENTRAL OHIO SCHOOL OF DOG GROOMING INC","COLUMBUS","OH","39","3","","1","9","","","9","3","3","2","1","","1","","","","","","","","","","6","","","0","1","IC4","49","1","1","699 K HARRISBURG PIKE","43223","FRANKLIN","","6142760656","","","","ESTHER GOSNELL","OWNER"
"369622","TOLEDO ACADEMY OF BEAUTY CULTURE-NORTH","TOLEDO","OH","39","3","","1","","","","6","2","3","2","4","","1","53","0","0","2","","","","","","4","02315500","1","0","1","IC1","95","1","1","5020 LEWIS AVE","43612","LUCAS","9","4194786660","4194786660","4194786660","","LEONARD H ROSENBERG","PRESIDENT"
"369686","NORTHWEST EDUCATIONAL CENTER","HOUSTON","TX","48","6","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","1","IC4","201","1","1","5812 ANTOINE","77091","HARRIS","","7136802929","","7136802929","760304195","EDNA RYAN","EXECUTIVE"
"369695","SEBRING CAREER SCHOOLS","HOUSTON","TX","48","6","","1","","","","9","3","3","2","2","","1","8","0","77","14","","","","","","4","02530703","1","0","1","IC3","201","1","1","6672 HWY 06 S","77083","HARRIS","","7135616352","7135610592","7135616352","760300131","M REESE MOORE","PRESIDENT"
"369765","DOG LOVERS ANIMAL SCIENCES","LOS ANGELES","CA","6","8","","1","9","","","9","3","3","2","1","","1","","","","","","","","","","6","","","0","1","IC4","37","1","1","5000 S CRENSHAW","90043","LOS ANGELES","","2132988811","","","323444852","ROSEMARY WILLIAMS","ADMINISTRATOR"
"369783","PCI HEALTH TRAINING CENTER","DALLAS","TX","48","6","","1","","","","9","3","3","2","2","","1","42","0","1","27","","","","","","4","03019800","1","0","1","IC3","113","1","1","8101 JOHN CARPENTER FWY","75247","DALLAS","30","2146300568","2146300568","2146300568","752334026","BOBBY PRINCE","PRESIDENT"
"369659","OREGON COLLEGE OF ORIENTAL MEDICINE","PORTLAND","OR","41","8","","1","","","","2","1","2","3","7","","1","2","2","4","1","","","","","53","4","02603700","1","20","1","IC1","51","1","1","10525 SE CHERRY BLOSSOM DR","97216","MULTNOMAH","1","5032533443","5032533443","5032533443","930845182","ELIZABETH GOLDBLATT","PRESIDENT"
"369668","CENTRE COUNTY VOCATIONAL TECHNICAL SCHOOL","PLEASANT GAP","PA","42","2","","1","","","","7","3","1","1","2","","7","4","0","0","0","","","","","","4","00533500","1","0","1","IC1","27","1","1","540 N HARRISON RD","16823","CENTRE","5","8143592582","8143592582","8143592582","251158058","DAVID R LIGGETT","ACTING DIRECTOR"
"369756","KPCA PRESBYTERIAN THEOLOGICAL SEMINARY","WHITTAKER","CA","6","8","","1","9","","","2","1","2","6","9","1","3","","","","","","","","","","6","","","11","1","IC4","37","1","1","14300 LEFFING WELL RD","90604","LOS ANGELES","","3109064747","2133888700","2132279813","953608910","YOUNG C KAHNG","VICE PRESIDENT"
"369817","SEMINARY OF THE EAST","DRESHER","PA","42","2","","1","","","","2","1","2","6","","1","3","9","0","0","0","","","","","","4","","","1","1","IC4","91","1","1","1605 N LIMEKILN PKE","19025","MONTGOMERY","13","2156414801","2156414801","2156414801","","BENJAMIN ALICEA LUGO","ACADEMIC DEAN"
"369774","CHASE SCHOOL OF MEDICAL TRANSCRIPTION","HUDSON","OH","39","3","","1","","","","9","3","3","2","1","","3","","","","","","","","","","4","","","0","2","IC4","153","1","1","10 W STREETSBORO ST STE 101-303","44236","SUMMIT","14","2166564008","2166564008","2166564008","341297717","NANCY C GEANEY","ADMINISTRATOR"
"369792","RADIOLOGIC TECHNOLOGY PROGRAM-WINDHAM MEMORIAL HOS","WILLIMANTIC","CT","9","1","","4","2","","","5","2","2","3","4","","4","0","0","0","0","","","","","","","02265900","1","0","","IC1","15","3","3","112 MANSFIELD AVE","06226","WINDHAM","","8604566713","8604566713","8604566713","060646966","DUANE CARLBERG","PRESIDENT"
"369826","NORTHERN CALIFORNIA BIBLE COLLEGE-PLEASANTON","PLEASANTON","CA","6","8","","1","9","","","2","1","2","6","5","","3","","","","","","","","","","6","","","30","1","IC4","1","1","1","4455 STONERIDGE DR","94588","ALAMEDA","","5108466464","5108466464","5108466464","","DAVID GUY SELL","DEAN"
"369853","ACADEMY OF COURT REPORTING","AKRON","OH","39","3","","1","","","","6","2","3","2","4","","2","23","0","0","0","","","","","","4","02152102","1","0","1","IC1","153","1","1","2930 W MARKET ST","44333","SUMMIT","","2168674030","2168674030","2168674030","341083484","MICHELLE ENDRES","DIRECTOR"
"369862","ACADEMY OF COURT REPORTING-COLUMBUS","COLUMBUS","OH","39","3","","1","","","","6","2","3","2","4","","1","38","0","0","0","","","","","","4","02152101","1","40","1","IC1","49","1","1","630 E BROAD ST","43215","FRANKLIN","","6142217770","6142217770","6142217770","341083484","JOE TROCCHIO","DIRECTOR"
"369905","BRYANT AND STRATTON COLLEGE","RICHMOND HEIGHTS","OH","39","3","","1","","","","6","2","3","2","3","","3","60","0","0","0","","","","","","4","02274401","1","40","1","IC1","35","1","1","691 RICHMOND RD","44143","CUYAHOGA","19","4404613151","4404613151","4404613151","160364420","LOU ANNE CHUNG","CAMPUS OPERATIONS DIRECTOR"
"369923","CINCINNATI SCHOOL OF HYPNOSIS","MILFORD","OH","39","3","","1","","","","9","3","3","2","1","","3","","","","","","","","","","4","","","0","1","IC4","25","1","1","5827 HAPPY HOLLOW RD","45150","CLERMONT","","5138313600","5138313600","5138313600","553500555","JAMES WARD","OWNER"
"369950","HAMRICK TRUCK DRIVING SCHOOL","MEDINA","OH","39","3","","1","","","","9","3","3","2","1","","3","13","0","1","2","","","","","","6","02529500","3","0","1","IC3","103","1","1","1156 MEDINA RD","44256","MEDINA","","2162392229","2162392229","2162392229","341291716","DENVER HAMRICK","PRESIDENT"
"369996","MTA SCHOOLS","ELIZABETHTOWN","PA","42","2","","1","","","","9","3","3","2","1","","4","","","","","","","","","","4","01204700","9","0","1","IC4","71","3","1","1180 ZEAGER RD","17022","LANCASTER","13","7173671555","7173671555","7173671555","232718236","BRUCE DALGLISH","PRESIDENT"
"370031","TRAVEL ONE TRAVEL SCHOOL","CLEVELAND","OH","39","3","","1","","","","9","3","3","2","1","","1","","","","","","","","","","4","","","0","1","IC4","35","1","1","1228 EUCLID AVE STE 1120","44115","CUYAHOGA","11","2165232232","","2165232232","221807815","BONNIE HALL BACON","DIRECTOR"
"370040","SCHOOL OF CLERICAL TECHNOLOGY","TOLEDO","OH","39","3","","1","","","","8","3","2","3","1","","1","","","","","","","","","","4","","","0","2","IC4","95","1","1","525 CHERRY ST","43604","LUCAS","9","4192550070","","4192550070","344434288","JUDY SANDSTROM","PRESIDENT"
"371034","ALABAMA STATE COLLEGE OF BARBER STYLING","BIRMINGHAM","AL","1","5","","1","","","","9","3","3","2","2","","1","25","0","0","0","","","","","","4","03032500","1","0","1","IC3","73","1","1","9480 PARKWAY E","35215","JEFFERSON","","2058362404","2058362404","","630772314","DONALD S MATHEWS","OWNER DIRECTOR"
"371052","CAPPS COLLEGE","MOBILE","AL","1","5","","1","","","","9","3","3","2","2","","2","36","0","1","1","","","","","","4","02341000","1","0","1","IC3","97","1","1","3100 COTTAGE HILL RD BLDG 5","36606","MOBILE","","3344731393","3344731393","3344731393","631048908","MORGAN LANDRY","PRESIDENT"
"371140","BIZZELLS BEAUTY SCHOOL","CONWAY","AR","5","5","","1","","","","9","3","3","2","2","","2","18","0","0","0","","","","","","4","03007600","1","0","1","IC3","45","1","1","1007 OAK","72032","FAULKNER","","5013298303","5013298303","5013298303","710561219","NAMON BIZZELL","OWNER"
"371265","NOVA INSTITUTE OF HEALTH TECHNOLOGY","ONTARIO","CA","6","8","","1","","","","6","2","3","2","3","","3","15","0","2","48","","","","","","4","03072300","1","40","1","IC1","71","1","1","520 N EUCLID AVE","91762","ONTARIO","","9099845027","9099845027","9099845027","","RASHED ELYAS","PRESIDENT"
"371405","ANTHONY SCHOOLS-FOSTER CITY","FOSTER CITY","CA","6","8","","4","1","","","9","3","3","2","1","","3","","","","","","","","","","","","","0","","IC4","81","3","3","1065 E HILLSDALE BLVD STE 112","944041614","SAN MATEO","11","4155702284","","4155702286","","JAMES M GOODELL","DIRECTOR"
"381352","COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE","DENVER","CO","8","7","","1","","","","6","2","3","2","4","","1","","","","","","","","","","4","","","0","1","IC4","31","1","1","1441 YORK ST STE 202","80206","DENVER","","3033296355","3033296355","3033296355","841142858","GEORGE KITCHIE","PRESIDENT"
"381422","PIERRE'S SCHOOL OF BEAUTY CULTURE","SANFORD","ME","23","1","","1","","","","9","3","3","2","2","","6","0","0","0","0","","","","","","4","00945901","1","0","1","IC3","31","1","1","255 MAIN ST","04073","YORK","","2077741913","2077741913","2077741913","010357059","THOMAS H. MCGUERN","CEO"
"381431","PIERRE'S SCHOOL OF BEAUTY CULTURE","CARIBOU","ME","23","1","","1","","","","9","3","3","2","2","","6","0","0","0","0","","","","","","4","00945902","1","0","1","IC3","3","1","1","SKYWAY PLZ","04736","AROOSTOOK","1","2077741913","2077741913","2077741913","010357059","THOMAS H. MCGUERN","ADMIN."
"371274","AMERICAN ACADEMY OF NUTRITION-COLLEGE OF NUTRITION","CORONA DEL MAR","CA","6","8","","1","","","","6","2","3","2","3","","3","","","","","","","","","","4","","","40","2","IC4","59","3","1","3408 SAUSALITO DR","92625","ORANGE","","4236378329","4236378329","7236378329","621484280","PETER BERWICK","ADMINISTRATOR"
"371317","AMERICAN NANNY COLLEGE","MONTCLAIR","CA","6","8","","1","","","","9","3","3","2","2","","3","15","0","3","34","","","","","","6","03004900","3","0","1","IC3","71","3","1","4650 ARROW HWY STE A10","91763","SAN BERNARDINO","","9096247711","7146247711","7146247711","954324935","BEVERLY BENJAMIN","PRESIDENT"
"371618","CENTER FOR EMPLOYMENT TRAINING-MARYSVILLE","MARYSVILLE","CA","6","8","","1","","","","8","3","2","3","2","","4","","","","","","","","","","4","023328A1","2","0","1","IC3","115","1","1","1468G SKY HARBOR DR","95901","YUBA","","9167412924","9167412924","7075231155","","GEORGE L ORTIZ","CORPORATE PRESIDENT"
"371690","DOWNEY ADULT SCHOOL","DOWNEY","CA","6","8","","1","","","","4","2","1","1","4","","3","","","","","","","","","","4","00563800","9","0","1","ICA","37","","1","M2340 WOODRUFF AVE","90241","LOS ANGELES","32","5629406200","","5629406200","","KATHRYN GORMANCK","PRINCIPAL"
"371751","HAIR INTERNS SCHOOL OF COSMETOLOGY","FRESNO","CA","6","8","","1","","","","9","3","3","2","2","","1","73","0","0","18","","","","","","4","03031900","3","0","1","IC3","19","1","1","1522 FULTON","93721","FRESNO","18","2094411795","2094411795","2094411795","942669389","RUBI PEGUES WHITE","OWNER ADMINISTRATOR"
"371760","HEALD COLLEGE SCHOOL OF BUSINESS-STOCKTON","STOCKTON","CA","6","8","25933","1","","","","5","2","2","3","3","","2","7","0","12","29","","","","","40","4","02593300","1","40","1","IC1","77","1","1","1605 E MARCH LN","95210","SAN JOAQUIN","","2094771114","2094771114","2094771114","942398206","MICHAEL MALLORY","DIRECTOR"
"371779","HEALD COLLEGE SCHOOL OF TECHNOLOGY-HAYWARD","HAYWARD","CA","6","8","25929","1","","","","5","2","2","3","3","","3","16","0","31","12","","","","","40","4","02592900","1","40","1","IC1","1","1","1","24301 SOUTHLAND DR STE 500","94545","ALAMEDA","13","5107832100","5107832100","5107832100","942398206","BARBARA GORDON","DIRECTOR"
"371830","LOLA BEAUTY COLLEGE","GARDEN GROVE","CA","6","8","","1","","","","9","3","3","2","2","","3","0","0","99","0","","","","","","4","02494800","1","0","1","IC3","59","1","1","11883 VALLEY VIEW ST","92641","ORANGE","38","7148943344","7148943366","7148943367","330424110","LOLA PARK","PRESIDENT"
"371928","MODERN TECHNOLOGY SCHOOL","ANAHEIM","CA","6","8","","1","","","","6","2","3","2","4","","1","7","1","12","33","","","","","","4","03063400","1","0","1","IC1","59","1","1","1232 E KATELLA AVE","92805","ORANGE","47","7149787702","7149787702","7149787702","954060615","HARVEY S CAPLAN","ADMINISTRATIVE"
"371964","NATIONAL CAREER EDUCATION","CITRUS HEIGHTS","CA","6","8","","1","","","","9","3","3","2","1","","3","","","","","","","","","","4","02128301","1","0","1","IC3","67","1","1","6060 SUNRISE VISTA DR","95610","SACRAMENTO","5","9169694900","9169694900","9169694900","942963855","M A MIKHAIL","PRESIDENT"
"371982","BRYMAN COLLEGE","ORANGE","CA","6","8","","1","","","","9","3","3","2","1","","3","7","0","9","33","","","","","","4","01110700","1","0","1","IC3","59","1","1","1120 W LA VETA AVE STE 100","92868","ORANGE","","7149536500","7149536500","7149536500","954520525","PAMELA BURNS","EXECUTIVE DIRECTOR"
"372000","NATIONWIDE BEAUTY COLLEGE","POMONA","CA","6","8","","1","","","","9","3","3","2","2","","3","0","0","92","7","","","","","","4","03024500","1","0","1","IC3","37","1","1","252 SECOND ST","91766","LOS ANGELES","41","9096228542","9096228542","9096228542","954122672","MADALENNA LAI LUONG","OWNER"
"372028","NORTHWEST COLLEGE OF MEDICAL AND DENTAL ASSISTANTS","GLENDALE","CA","6","8","","4","2","","","9","3","3","2","1","","3","","","","","","","","","","","","","0","","IC4","37","3","3","124 S GLENDALE AVE","91205","","","8182420205","","","","MARSHA FUERST","EXECUTIVE DIRECTOR"
"372037","NOVA INSTITUTE OF HEALTH TECHNOLOGY","WHITTIER","CA","6","8","","1","","","","6","2","3","2","3","","3","3","0","6","79","","","","","","4","030723A2","2","40","1","IC1","37","1","1","12449 PUTNAM ST","906021023","LOS ANGELES","","3109459191","3109459191","3109459191","954029723","NAGUI B ELYAS","DIRECTOR"
"372073","PLATT COLLEGE","CERRITOS","CA","6","8","","1","","","","6","2","3","2","3","","3","10","0","11","28","","","","","","4","03039900","1","40","1","IC1","37","1","1","10900 E 183RD ST STE 290","90703","LOS ANGELES","39","5628095100","5628095100","5628095100","330168247","MARGARET SIMONS","DIRECTOR"
"372143","SIMI VALLEY ADULT SCHOOL","SIMI VALLEY","CA","6","8","","1","","","","4","2","1","1","4","","3","","","","","","","","","","4","01323300","1","0","1","IC4","111","1","1","3192 LOS ANGELES AVE","93065","VENTURA","23","8055796200","8055796231","8055796212","956004692","SONDRA L JONES","DIRECTOR"
"372161","LEE COLLEGE","ANAHEIM","CA","6","8","","1","","","","6","2","3","2","4","","1","6","0","3","28","","","","","","4","03044500","1","0","1","IC1","59","1","1","1360 S ANAHEIM BLVD","92805","ORANGE","","7147581500","7147581500","7147581500","330431131","J GENE LEE","PRESIDENT"
"372082","POMONA UNIFIED SCHOOL DISTRICT ADULT AND CAREER ED","POMONA","CA","6","8","","1","","","","7","3","1","1","2","","3","","","","","","","","","","4","03029600","9","0","2","IC4","71","1","1","1515 W MISSION BLVD","91766","LOS ANGELES","33","9094692333","9094692333","9094692333","956002457","BARBARA THOMPSON","PRINCIPAL"
"372240","UNIVERSAL COLLEGE OF BEAUTY","LOS ANGELES","CA","6","8","","1","","","","9","3","3","2","2","","1","98","0","0","2","","","","","","4","01244600","1","0","1","IC3","37","1","1","3419 W 43RD PL","90008","LOS ANGELES","31","2132980045","2132980045","2132980045","952812075","JOHN C WILLLIAMS","PRES"
"372338","MTA SCHOOLS","COMMERCE CITY","CO","8","7","","1","","","","7","3","1","1","1","","3","","","","","","","","","","4","","","0","1","IC4","1","1","1","5300 COLORADO BLVD","80022","","","","","","","ROBERT J SHELLY","DIRECTOR"
"372170","SUTECH SCHOOL OF VOCATIONAL TECHNICAL TRAINING","LOS ANGELES","CA","6","8","","1","","","","9","3","3","2","1","","1","8","0","0","81","","","","","","4","02619400","1","0","1","IC3","37","1","1","3427 E OLYMPIC BLVD","90023","LOS ANGELES","","2132623210","2132623210","2132623210","954104032","OSWALDO FORERO","DIRECTOR"
"372198","UNITED EDUCATION INSTITUTE","SANTA ANA","CA","6","8","","1","","2","124681","9","3","3","2","1","","1","22","0","5","59","","","","","","4","02559301","1","0","2","IC3","59","1","1","3501 HARBOR BLVD","92701","ORANGE","46","7145883250","7185883250","7145883250","954232466","ABDI LAJEVARDI","CHIEF EXECUTIVE OFFICER"
"372204","UNITED STATES TRUCK DRIVING SCHOOL","RIALTO","CA","6","8","","1","","","","9","3","3","2","1","","3","","","","","","","","","","4","02318902","9","0","1","IC4","71","1","1","924 W RIALTO AVE","92377","SAN BERNARDINO","","9098758000","9098758000","9098758000","840758575","MELANIE R KIRSCH","DIRECTOR"
"372213","UNIVERSITY OF PHOENIX-ONLINE CAMPUS","SAN FRANCISCO","CA","6","8","920988","1","","","","3","1","3","2","7","","1","6","1","1","5","","","","","","4","02098814","1","20","1","IC1","75","1","1","100 SPEAR ST STE 200","94105","SAN FRANCISCO","3","4159562121","4159562121","4159562121","860344364","WILLIAM H GIBBS","PRESIDENT"
"372222","UNIVERSITY OF PHOENIX-SAN DIEGO CAMPUS","SAN DIEGO","CA","6","8","920988","1","","","","3","1","3","2","7","","1","14","0","10","12","","","","","","4","02098810","1","20","1","IC1","73","1","1","3890 MURPHY CANYON RD","92123","SAN DIEGO","41","6195767469","6195767469","6195767469","860344364","WILLIAM H GIBBS","PRESIDENT"
