unitid,"instnm","city","stabbr",fips,obereg,fice,rstatus,unitidx,sector,iclevel,control,affil,hloffer,fpoffer,"formrt",resplast,respstat,"addr","zip","countynm",congdist,gentele,"chfnm","chftitle"
"146108","IPPOLITO SCHOOL OF COSMETOLOGY","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","3","2639 N HARLEM","60635","COOK","","3126228656","ROSS IPPOLITO","PRESIDENT"
"146153","JACKSONVILLE SCHOOL OF PRACTICAL NURSING","JACKSONVILLE","IL","17","3","","","","7","3","1","1","1","","2","1","1","747 W LAFAYETTE","62650","JACKSONVILLE; MORGAN","","2172459225","JANICE GREGORY","COORDINATOR"
"146180","JERRI JONES BEAUTY SCHOOL","CALUMET CITY","IL","17","3","","","","9","3","3","2","2","","3","1","1","1576 BURNHAM AVENUE","60409","COOK","","7088623525","LOIS JONES","OWNER"
"146205","JOHN A LOGAN COLLEGE","CARTERVILLE","IL","17","3","8076","","","4","2","1","1","3","","2","1","1","","62918","","22","6189853741","RAY HANCOCK","PRESIDENT"
"146214","JOHN AMICO SCHOOL OF HAIR DESIGN","OAK FOREST","IL","17","3","","","","9","3","3","2","2","","3","1","1","15301 S. CICERO","60452","COOK","3","3125852414","STEVE BERRY","DIRECTOR"
"146241","JOHN MARSHALL LAW SCHOOL","CHICAGO","IL","17","3","1698","","","2","1","2","3","7","1","1","1","1","315 S PLYMOUTH COURT","60604","COOK","1","3124272737","HOWARD T. MARKEY","DEAN"
"146250","JOHN ROBERT POWERS SCHOOL","ARLINGTON HTS","IL","17","3","","","","9","3","3","2","2","","3","1","1","116 WEST EASTMAN STREET, SUITE 208","60004","","10","7083948800","MILLIE R. LARSON","DIRECTOR"
"146278","JOHN WOOD COMMUNITY COLLEGE","QUINCY","IL","17","3","12813","","","4","2","1","1","3","","2","1","1","150 SOUTH 48TH STREET","623019147","ADAMS","20","2172246500","ROBERT KEYS","PRESIDENT"
"146296","JOLIET JUNIOR COLLEGE","JOLIET","IL","17","3","1699","","","4","2","1","1","3","","2","1","1","1216 HOUBOLT AVENUE","60436","WILL","4","8157299020","RAYMOND PIETAK","PRESIDENT"
"146302","CANELLA SCHOOL OF HAIR DESIGN","JOLIET","IL","17","3","","","","9","3","3","2","2","","3","1","1","113 EAST JEFFERSON","60432","WILL","4","8157268714","JOSEPH CANNELLA","PRESIDENT"
"146311","JOLIET TWSP H S PRACTICAL NURSING","JOLIET","IL","17","3","","","","7","3","1","1","2","","2","1","1","201 E JEFFERSON ST","60432","WILL","4","8157276885","REGINALD NOLIN","SUPERINTENDENT"
"146339","JUDSON COLLEGE","ELGIN","IL","17","3","1700","","","2","1","2","6","5","","1","1","1","1151 NORTH STATE STREET","60123","KANE","14","7086952500","HARM A WEBER","PRESIDENT"
"146348","KANKAKEE COMMUNITY COLLEGE","KANKAKEE","IL","17","3","7690","","","4","2","1","1","3","","2","1","1","P O BOX 888","60901","KANKAKEE","15","8159330345","L HUFFMAN","PRESIDENT"
"146357","KANKAKEE SCHOOL OF AERONAUTICS","KANKAKEE","IL","17","3","","","","9","3","3","2","1","","3","1","1","RRI BOX 168","60901","KANKAKEE","15","8159393553","CHARLES RUSK","PRES"
"146366","KASKASKIA COLLEGE","CENTRALIA","IL","17","3","1701","","","4","2","1","1","3","","2","1","1","SHATTUC ROAD","62801","CLINTON","22","6185321981","RAYMOND WOODS","PRESIDENT"
"146384","KELLER GRADUATE SCHOOL OF MANAGEMENT","CHICAGO","IL","17","3","20754","","","3","1","3","2","7","","1","1","1","10 S RIVERSIDE PLAZA","60606","COOK","7","3124540880","RONALD TAYLOR","PRESIDENT"
"146393","KENDALL COLLEGE","EVANSTON","IL","17","3","1703","","","2","1","2","6","5","","1","1","1","2408 ORRINGTON AVENUE","60201","COOK","9","7088661300","THOMAS J. KERR II","PRESIDENT"
"146418","KISHWAUKEE COLLEGE","MALTA","IL","17","3","7684","","","4","2","1","1","4","","2","1","1","21193 MALTA RD.","60150","DEKALB COUNTY","15","8158252086","NORMAN JENKINS","PRESIDENT"
"146427","KNOX COLLEGE","GALESBURG","IL","17","3","1704","","","2","1","2","3","5","","1","1","1","","614019999","KNOX","17","3093430112","JOHN MCCALL","PRESIDENT"
"146454","JOHN AMICO SCHOOL OF HAIR DESIGN","LA SALLE","IL","17","3","","","","9","3","3","2","2","","3","1","1","122 WRIGHT STREET","61301","LASALLE","","8152237326","DIANE CHAMBERLAIN","DIRECTOR"
"146472","COLLEGE OF LAKE COUNTY","GRAYSLAKE","IL","17","3","7694","","","4","2","1","1","3","","2","1","1","19351 W WASHINGTON STREET","600301198","LAKE","12","7082236601","DANIEL J LAVISTA","PRESIDENT"
"146481","LAKE FOREST COLLEGE","LAKE FOREST","IL","17","3","1706","","","2","1","2","6","7","","1","1","1","SHERIDAN & COLLEGE RD","60045","LAKE","10","7082343100","EUGENE HOTCHKISS","PRESIDENT"
"146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","LAKE FOREST","IL","17","3","23192","","","2","1","2","3","7","","1","1","1","SHERIDAN & MAPLEWOOD RDS","60045","LAKE","10","7082345005","RAYMOND E. BRITT, JR","PRESIDENT"
"146506","LAKE LAND COLLEGE","MATTOON","IL","17","3","7644","","","4","2","1","1","3","","2","1","1","5001 LAKE LAND BLVD.","61938","COLES","19","2172353131","ROBERT K LUTHER","PRESIDENT"
"146515","LAKE VICTORIA BEAUTY ACADEMY","SPRINGFIELD","IL","17","3","","","","9","3","3","2","2","","3","1","1","BOX 4322 3137 S DIRKSON PKWY","62708","SANGAMON","20","2175294384","PATRICIA MAYBERRY","PRES"
"146524","UNITED SAMARITANS MEDICAL CENTER SCH OF RAD TECHN","DANVILLE","IL","17","3","","","","8","3","2","4","2","","3","1","1","812 N LOGAN","61832","VERMILION","19","2174435000","DENNIS J DORAN","PRESIDENT"
"146533","LAKEVIEW COLLEGE OF NURSING","DANVILLE","IL","17","3","","","","2","1","2","3","5","","1","1","1","812 N LOGAN AVE","61832","VERMILION","19","2174435238","IRENE A STEWARD","PRESIDENT"
"146597","LENAS ARTISTIC BEAUTY COLLEGE","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","1140 W 87TH STREET","60620","COOK","","3129945257","LENA BRYANT","OWNER"
"146603","LEWIS AND CLARK COMMUNITY COLLEGE","GODFREY","IL","17","3","10020","","","4","2","1","1","4","","2","1","1","5800 GODFREY RD","62035","MADISON","21","6184663411","J ADMIRE","PRESIDENT"
"146612","LEWIS UNIVERSITY","ROMEOVILLE","IL","17","3","1707","","","2","1","2","4","7","","1","1","1","ROUTE 53","60441","WILL","4","8158380500","JAMES GAFFNEY, FSC","PRESIDENT"
"146621","LEXINGTON INSTITUTE OF HOSPITALITY CAREERS","CHICAGO","IL","17","3","25276","","","5","2","2","4","3","","2","1","1","10840 S. WESTERN AVE.","60643","COOK","3","3127793800","ANA MARIA BOZA","DIRECTOR"
"146630","LIFT, INC","MOUNTAINSIDE","NJ","34","2","","","","8","3","2","3","1","","3","1","1","P.O. BOX 1072","07092","UNION","","9087892443","DONNA KOZBERG","DIRECTOR"
"146649","LINCOLN BARBER COLLEGE","ROCKFORD","IL","17","3","","","","9","3","3","2","1","","3","1","1","522 7TH ST","61104","","16","8159628894","",""
"146658","LINCOLN BARBER COLLEGE","EAST MOLINE","IL","17","3","","","","9","3","3","2","2","","3","1","1","653 15TH AVENUE","61244","ROCK ISLAND","17","3097551667","SUSAN ISAACS DODDS","PRESIDENT"
"146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","LINCOLN","IL","17","3","1708","","","2","1","2","6","7","1","1","1","1","100 CAMPUS VIEW DRIVE","626562111","LOGAN","15","2177323168","CHARLES MCNEELY","PRESIDENT"
"146676","LINCOLN COLLEGE","LINCOLN","IL","17","3","1709","","","5","2","2","3","3","","2","1","1","300 KEOKUK STREET","62656","LOGAN","15","2177323155","JACK NUTT","PRESIDENT"
"146685","LINCOLN LAND COMMUNITY COLLEGE","SPRINGFIELD","IL","17","3","7170","","","4","2","1","1","3","","2","1","1","SHEPHERD ROAD","621949256","SANGAMON","20","2177862200","WILLIAM D LAW JR","PRESIDENT"
"146694","LINCOLN TECHNICAL INSTITUTE","OAK LAWN","IL","17","3","","","","9","3","3","2","2","","3","1","1","8920 S CICERO AVE","60453","COOK","3","7084239000","KENNETH RUFF","DIRECTOR"
"146700","LINCOLN TECHNICAL INSTITUTE","NORRIDGE","IL","17","3","","","","9","3","3","2","2","","3","1","1","7320 W AGATITE AVE","60656","COOK","11","3126251535","JACK WENDT","DIRECTOR"
"146719","LOYOLA UNIVERSITY OF CHICAGO","CHICAGO","IL","17","3","1710","","","2","1","2","4","9","1","1","1","1","820 N MICHIGAN AVENUE","60611","COOK","8","3129156500","RAYMOND BAUMHART","PRESIDENT"
"146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","CHICAGO","IL","17","3","1712","","","2","1","2","6","9","1","1","1","1","1100 EAST 55TH STREET","60615","COOK","1","3127530700","WILLIAM LESHER","PRESIDENT"
"146755","UNITED MEDICAL CENTER SCHOOL OF NURSING","MOLINE","IL","17","3","","","","5","2","2","3","4","","2","1","1","501 TENTH AVE","61265","ROCK ISLAND","17","3097572910","BARRY HALM","PRES & CEO"
"146807","MAC DANIEL'S BEAUTY SCHOOL","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","5228 N CLARK ST","60640","COOK","9","3125612376","DANIEL MARMER","DIRECTOR"
"146816","MACCORMAC COLLEGE","CHICAGO","IL","17","3","1716","","","5","2","2","3","4","","2","1","1","327 SOUTH LASALLE STREET","60604","COOK","7","3129221885","GORDON C BORCHARDT","PRES"
"146825","MACMURRAY COLLEGE","JACKSONVILLE","IL","17","3","1717","","","2","1","2","6","5","","1","1","1","EAST COLLEGE AVENUE","62650","MORGAN","18","2174797000","E J MITCHELL","PRESIDENT"
"146843","MAKI TRAVEL CENTER","DOWNERS GROVE","IL","17","3","","","","9","3","3","2","1","","3","3","3","5202 WASHINGTON, SUITE 2","60515","DUPAGE","13","3128528803","MARY MAKI","PRESIDENT"
"146889","MARION COLLEGE OF BEAUTY CULTURE","MARION","IL","17","3","","","","9","3","3","2","2","","3","1","1","903 WEST MAIN STREET","62959","WILLIAMSON","","6189936460","STEPHANNIE TEBOW","CHIEF ADMIN"
"146904","MARKETING UNLIMITED SCHOOL OF MODELING","MOLINE","IL","17","3","","","","9","3","3","2","1","","3","1","3","1921 - 5TH AVENUE","61265","","17","3097621978","RITA KARMAN","DIRECTOR"
"146959","MCCOY BARBER COLLEGE","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","2059 E 79TH STREET","60649","COOK","","3122216700","",""
"146968","MCDONOUGH DISTRICT HOSPITAL","MACOMB","IL","17","3","","","","4","2","1","1","4","","2","1","1","525 E GRANT ST","61455","MCDONOUGH","17","3098334101","STEPHEN HOPPER","PRES/CEO"
"146977","MCCORMICK THEOLOGICAL SEMINARY","CHICAGO","IL","17","3","1721","","","2","1","2","6","9","1","1","1","1","5555 SOUTH WOODLAWN AVE","60637","COOK","1","3129476300","DAVID RAMAGE","PRESIDENT"
"147004","MCHENRY COUNTY COLLEGE","CRYSTAL LAKE","IL","17","3","7691","","","4","2","1","1","4","","2","1","1","8900 U.S. HWY. 14","60012","MCHENRY","12","8154553700","ROBERT BARTLETT","PRESIDENT"
"147013","MCKENDREE COLLEGE","LEBANON","IL","17","3","1722","","","2","1","2","6","5","","1","1","1","701 COLLEGE ROAD","62254","ST CLAIR","21","6185374481","GERRIT J TENBRINK","PRESIDENT"
"147031","MEADVILLE-LOMBARD THEOLOGICAL SCHOOL","CHICAGO","IL","17","3","1723","","","2","1","2","7","9","1","1","1","1","5701 WOODLAWN AVENUE","60637","COOK","1","3127533195","SPENCER LAVAN","DEAN"
"147068","MEDICAL CAREERS INSTITUTE","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","116 S MICHIGAN AVE","60603","COOK","10","3127829804","WILLIAM ZANE","DIRECTOR"
"147077","MEMORIAL MEDICAL CENTER-SCHOOL OF RAD TECH","SPRINGFIELD","IL","17","3","","","","5","2","2","3","4","","2","1","1","800 NORTH RUTLEDGE","62781","SANGAMON","20","2177883000","JO ADKINS","SUP & COO"
"147095","MENNONITE COLLEGE OF NURSING","BLOOMINGTON","IL","17","3","8256","","","2","1","2","6","5","","1","1","1","804 N EAST STREET","61701","MCLEAN","15","3098290715","KATHLEEN A HOGAN","PRESIDENT"
"147129","METHODIST MEDICAL CENTER OF ILLINOIS SCHOOL OF NUR","PEORIA","IL","17","3","","","","5","2","2","6","4","","2","1","1","221 N.E. GLEN OAK AVE","61636","PEORIA COUNTY","18","3096725512","JANET MCLAUGHLIN","DIRECTOR"
"147138","METROPOLITAN BUSINESS COLLEGE","EVERGREEN PARK","IL","17","3","4567","","","6","2","3","2","3","","2","1","3","2658 W 95TH","60642","COOK","3","3124243000","PAM SARGIS","ACTING DIRECTOR"
"147165","MIDSTATE COLLEGE","PEORIA","IL","17","3","4568","","","6","2","3","2","3","","2","1","1","244 S W JEFFERSON","61602","PEORIA","18","3096736365","R DALE BUNCH","PRES"
"147192","MIDWEST HORSESHOEING SCHOOL","MACOMB","IL","17","3","","","","9","3","3","2","1","","3","1","1","2312 SO MAPLE AE","61455","MCDONOUGH","17","3098334063","ROY EVANS","INSTRUCTOR"
"147226","MIDWEST SCHOOL OF DOG GROOMING","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","6125 NORTH NORTHWEST HIGHWAY","60631","COOK","","3127748559","DON DOESSEL","PRES/DIRECTOR"
"147235","MILDRED LOUISE BUSINESS COLLEGE","EAST ST. LOUIS","IL","17","3","","","","8","3","2","3","2","","3","1","1","3116 BOND AVENUE","62207","","21","6188749248","DR. MILDRED L. SAMM","PRESIDENT"
"147244","MILLIKIN UNIVERSITY","DECATUR","IL","17","3","1724","","","2","1","2","6","5","","1","1","1","1184 WEST MAIN STREET","62522","MACON","20","2174246211","J. MILTNER","PRESIDENT"
"147271","CHICAGO EDUCATIONAL INC.","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","237 SOUTH STATE","60604","WILL","4","3129861120","KENNETH M EDWARDS",""
"147299","MOLER HAIRSTYLING COLLEGE","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","3","5840 W MADISON","60644","KANE","","3129645888","",""
"147305","MOLER HAIRSTYLING COLLEGE, INC.","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","3","1152 N MILWAUKEE AVE","60622","","8","3122783830","",""
"147314","MOLINE BEAUTY SCHOOL","MOLINE","IL","17","3","","","","9","3","3","2","2","","3","1","1","1413 FIFTH AVE","61265","ROCK ISLAND","17","3097626808","JIMMY L NEVIUS","OWNER"
"147332","UNITED MEDICAL CENTER SCHOOL OF RADIATION TECH","MOLINE","IL","17","3","","","","5","2","2","6","4","","2","1","1","501-10TH AVENUE","61265","ROCK ISLAND","17","3097573385","BARRY J. HALM","PRESIDENT/CEO"
"147341","MONMOUTH COLLEGE","MONMOUTH","IL","17","3","1725","","","2","1","2","6","5","","1","1","1","700 EAST BROADWAY","614621998","WARREN","17","3094572311","BRUCE HAYWOOD","PRESIDENT"
"147350","MONTESSORI EDUCATION CENTER ASSOCIATED","HINSDALE","IL","17","3","","","","8","3","2","3","2","","3","1","1","302 S GRANT","60521","DU PAGE","13","3126540151","DESMOND F PERRY","CO-DIRECTOR"
"147369","MOODY BIBLE INSTITUTE","CHICAGO","IL","17","3","1727","","","2","1","2","6","7","","1","1","1","820 NORTH LASALLE DRIVE","60610","COOK","7","3123294000","J M STOWELL III","PRESIDENT"
"147378","MORAINE VALLEY COMMUNITY COLLEGE","PALOS HILLS","IL","17","3","7692","","","4","2","1","1","3","","2","1","1","10900 SOUTH 88TH AVENUE","604650937","COOK COUNTY","13","7089744300","DR. VERNON CRAWLEY","PRESIDENT"
"147387","MORRIS ACADEMY OF HAIR DESIGN","MORRIS","IL","17","3","","","","9","3","3","2","2","","3","1","1","802 LIBERTY STREET","60450","GRUNDY","15","8159425662","",""
"147396","MORRISON INSTITUTE OF TECHNOLOGY","MORRISON","IL","17","3","8880","","","5","2","2","3","3","","2","1","1","P O BOX 410","61270","WHITESIDE","16","8157727218","DON VANDERCREEK","CHIEF EXEC"
"147411","MORTON COLLEGE","CICERO","IL","17","3","1728","","","4","2","1","1","3","","2","1","1","3801 S CENTRAL AVENUE","60650","COOK","5","7086568000","CHARLES FERRO","PRESIDENT"
"147420","MR JOHN'S SCHOOL OF COSMETOLOGY","SPRINGFIELD","IL","17","3","","","","9","3","3","2","1","","3","1","1","304 E ADAMS STREET","62701","SPRINGFIELD","20","2175285101","JOHN STUBBLEFIE","PRESIDENT"
"147439","MR JOHN'S SCHOOL OF COSMETOLOGY AND ESTHETICS","DECATUR","IL","17","3","","","","9","3","3","2","1","","3","1","1","1745 E ELDORADO","62521","DECATUR","20","2174238173","JOHN W STUBBLEFIE","DIR/PRES"
"147466","MR T'S SCHOOL OF BEAUTY","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","6254 S ASHLAND AVE","60636","COOK","5","3127763200","PAUL SCARDINO","PRES"
"147493","MURPHYSBORO BEAUTY SCHOOL","MURPHYSBORO","IL","17","3","","","","9","3","3","2","2","","3","1","1","1328 MANNING STREET","62966","JACKON","22","6186846081","KATHRYN LACY","OWNER"
"147518","NAES COLLEGE","CHICAGO","IL","17","3","22861","","","2","1","2","3","5","","1","1","1","2838 WEST PETERSON AVE","60659","CHICAGO","11","3127615000","FAITH SMITH","PRESIDENT"
"147527","NATIONAL BARBER-STYLING COLLEGE","SPRINGFIELD","IL","17","3","","","","6","2","3","2","4","","2","1","1","1035 W JEFFERSON","62702","SANGAMON","20","2177933222","JERRY HIGGINS","OWNER/DIR"
"147536","NATIONAL-LOUIS UNIVERSITY","EVANSTON","IL","17","3","10269","","","2","1","2","3","9","","1","1","1","2840 SHERIDAN ROAD","602011796","COOK COUNTY","9","7084751100","ORLEY HERRON","PRESIDENT"
"147545","NATIONAL EDUCATION CENTER - BRYMAN CAMPUS","OAK LAWN","IL","17","3","","","","9","3","3","2","2","","3","1","1","4101 W 95TH ST.","60453","COOK","7","7084230411","OFELOUIS REYNOLDS","DIRECTOR"
"147554","NATIONAL EDUCATION CENTER-BRYMAN CAMPUS","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","17 N. STATE ST. 18TH FLOOR","60602","COOK","","3123684911","CAMDEN MCKINLEY","DIRECTOR"
"147563","NATIONAL REAL ESTATE SCHOOLS","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","6321 N AVONDALE AVE","60631","COOK","11","3127634241","WALTER J JANUS","EXEC DIRECTOR"
"147572","NATIONAL SAFETY COUNCIL","CHICAGO","IL","17","3","","","","8","3","2","3","1","","3","1","1","444 NORTH MICHIGAN AVE","60611","COOK","","3125274800","T C GILCHREST","PRESIDENT"
"147590","NATIONAL COLLEGE OF CHIROPRACTIC","LOMBARD","IL","17","3","1732","","","2","1","2","3","5","1","1","1","1","200 E ROOSEVELT ROAD","60148","DUPAGE","6","7086292000","JAMES F WINTERSTEIN","PRESIDENT"
"147642","NILES SCHOOL OF BEAUTY CULTURE","NILES","IL","17","3","","","","9","3","3","2","1","","3","1","1","8057 N. MILWAUKEE","60648","COOK COUNTY","11","7089658061","FILIPPO LIVOLSI","OWNER/PRESIDENT"
"147660","NORTH CENTRAL COLLEGE","NAPERVILLE","IL","17","3","1734","","","2","1","2","6","7","","1","1","1","PO BOX 3063","605667063","DUPAGE","14","7084203440","DR. HAROLD R. WILDE","PRESIDENT"
"147679","NORTH PARK COLLEGE AND THEOLOGICAL SEMINARY","CHICAGO","IL","17","3","1735","","","2","1","2","6","7","1","1","1","1","3225 W FOSTER AVE","60625","COOK","11","3125832700","DAVID G HORNER","PRESIDENT"
"147697","NORTHERN BAPTIST THEOLOGICAL SEMINARY","LOMBARD","IL","17","3","1736","","","2","1","2","6","9","1","1","1","1","660 EAST BUTTERFIELD ROAD","60148","DUPAGE","14","3126202100","IAN M CHAPMAN","PRESIDENT"
"147703","NORTHERN ILLINOIS UNIVERSITY","DEKALB","IL","17","3","1737","","","1","1","1","1","9","1","1","1","1","","60115","DEKALB","14","8157531157","JOHN LA TOURETTE","PRESIDENT"
"147712","NORTHWEST COMMUNITY HOSPITAL SCHOOL OF X RAY TECHN","ARLINGTON HGTS","IL","17","3","","","","5","2","2","3","4","","2","1","1","800 W CENTRAL ROAD","60005","COOK","12","7082591000","GEORGE S AWAD","ED-DIR"
"147749","NORTHWESTERN BUSINESS COLLEGE","CHICAGO","IL","17","3","","","","6","2","3","2","4","","2","1","1","4829 N LIPPS AVE","60630","COOK","11","3127774220","LAWRENCE SCHUMACHER","PRESIDENT"
"147767","NORTHWESTERN UNIVERSITY","EVANSTON","IL","17","3","1739","","","2","1","2","3","9","1","1","1","1","633 CLARK STREET","60201","COOK","10","3124913741","ARNOLD WEBER","PRESIDENT"
"147776","NORTHEASTERN ILLINOIS UNIVERSITY","CHICAGO","IL","17","3","1693","","","1","1","1","1","7","","1","1","1","5500 N SAINT LOUIS AVENUE","60625","COOK","11","3125834050","GORDON H LAMB","PRESIDENT"
"147800","OAKTON COMMUNITY COLLEGE","DES PLAINES","IL","17","3","9896","","","4","2","1","1","3","","2","1","1","1600 EAST GOLF ROAD","60016","COOK","10","7086351600","THOMAS TENHOEVE","PRESIDENT"
"147819","OEHRLEIN SCHOOL OF COSMETOLOGY, INC","EAST PEORIA","IL","17","3","","","","9","3","3","2","2","","3","1","1","100 MEADOW AVE","61611","TAZEWELL","8","3096993672","RONALD L OEHRLEIN","PRESIDENT"
"147828","OLIVET NAZARENE UNIVERSITY","KANKAKEE","IL","17","3","1741","","","2","1","2","6","7","","1","1","1","","60901","KANKAKEE","15","8159395011","JOHN C. BOWLING","PRESIDENT"
"147837","OMAR RIVAS ACADEMY OF BARBER ARTS & SCIENCES","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","5912 W ROOSEVELT ROAD","60650","COOK","","3122873400","OMAR RIVAS","OWNER"
"147855","ONYX VOCATIONAL SCHOOL","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","17 NORTH STATE STE 810","60602","COOK","","3123722331","MARY E. FLOYD","DIRECTOR"
"147864","OPERATION UPLIFT INCORPORATED","MAYWOOD","IL","17","3","","","","8","3","2","3","2","","3","1","1","104 SOUTH FIFTH AVENUE","60153","COOK","7","7083433554","NORTHICA STONE",""
"147882","ATLANTA BIBLE COLLEGE","MORROW","GA","13","5","","","","5","2","2","6","4","","2","1","1","BOX 100,000","30260","CLAYTON","","4043620052","DAVID KROGH","PRESIDENT"
"147891","PALS INTERNATIONAL SCHOOL BEAUTY CULTURE","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","3442 WEST 26TH STREET","60623","COOK","","3125220202","NAPOLEON YANEZ","OWNER"
"147916","PARKLAND COLLEGE","CHAMPAIGN","IL","17","3","7118","","","4","2","1","1","4","","2","1","1","2400 WEST BRADLEY AVENUE","61821","CHAMPAIGN","15","2173512200","ZELEMA M HARRIS","PRES"
"147925","PARKS COLLEGE OF SAINT LOUIS UNIVERSITY","CAHOKIA","IL","17","3","3970","","","2","1","2","4","5","","1","1","1","500 FALLING SPRINGS ROAD","62206","ST. CLAIR","23","6183377575","DR. PEGGY BATY","ASSOCIATE V P"
"147943","PATHFINDER ENTERPRISES, INC","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","19 EAST 21 ST","60617","COOK","","3128427272","",""
"147952","PEORIA BARBER COLLEGE","PEORIA","IL","17","3","","","","9","3","3","2","2","","3","1","1","1315 GARDEN STREET","61602","PEORIA","18","3096768541","",""
"147970","PIVOT POINT BEAUTY SCHOOL","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","1791 W HOWARD STREET","60626","COOK","9","3124650170","GORDON MILLER","EXEC DIRECTOR"
"148007","PRAIRIE STATE COLLEGE","CHICAGO HTS","IL","17","3","1640","","","4","2","1","1","3","","2","1","1","202 HALSTED STREET","60411","COOK","11","7087563110","E TIMOTHY LIGHTFIELD","PRESIDENT"
"148016","PRINCIPIA COLLEGE","ELSAH","IL","17","3","1744","","","2","1","2","3","5","","1","1","1","","620289799","JERSEY","20","6183742131","DAVID E PFEIFER","PRESIDENT"
"148025","PRINTING INDUSTRY OF ILLINOIS","CHICAGO","IL","17","3","","","","8","3","2","3","2","","3","1","3","70 EAST LAKE ST","60601","COOK","","3123728501","",""
"148034","PROFESSIONAL BARTENDING SCHOOL","CALUMET CITY","IL","17","3","","","","9","3","3","2","1","","3","1","1","445 BURNHAM AVENUE","60409","COOK","4","7088913300","PHILIP A DETTMERING","OWNER"
"148098","PROFESSIONAL'S CHOICE HAIR DESIGN ACADEMY","JOLIET","IL","17","3","","","","9","3","3","2","2","","3","1","1","2719 WEST JEFFERSON STREET","60435","WILL","4","8157418224","JOHN THOMPSON","PRESIDENT"
"148131","QUINCY COLLEGE","QUINCY","IL","17","3","1745","","","2","1","2","4","7","","1","1","1","1800 COLLEGE AVENUE","623012699","ADAMS","20","2172228020","JAMES TOAL","PRESIDENT"
"148140","QUINCY TECHNICAL SCHOOL","QUINCY","IL","17","3","","","","9","3","3","2","2","","3","1","1","501 N THIRD STREET","62301","QUINCY-ADAMS COUNTY","20","2172240600","W DUBUQUE","PRES-OWNER"
"148168","RAVENSWOOD HOSPITAL MEDICAL CENTER","CHICAGO","IL","17","3","","","","5","2","2","3","4","","2","1","3","4550 N WINCHESTER","60640","COOK","11","3128784300","JOHN E BLAIR","PRESIDENT"
"148177","RAY COLLEGE OF DESIGN","CHICAGO","IL","17","3","12584","","","3","1","3","2","5","","1","1","1","401 NORTH WABASH AVE","60611","COOK","","3122803500","WADE RAY","PRESIDENT"
"148186","REAL ESTATE INSTITUTE OF AMERICA","CALUMET CITY","IL","17","3","","","","9","3","3","2","1","","3","1","1","343 TORRENCE","60409","COOK","4","7088912202","FRANK J MARYNOWSKI",""
"148201","REALTORS REAL ESTATE SCHOOL","CHICAGO","IL","17","3","","","","8","3","2","3","1","","3","1","1","520 N MICHIGAN AVENUE, SUITE 1300","60611","COOK","","3122224910","JOEL RICH","DIRECTOR"
"148229","REGAL SCHOOL OF TRAVEL","PALOS HEIGHTS","IL","17","3","","","","9","3","3","2","1","","3","1","1","6420 W 127TH ST, SUITE 213","60463","COOK","13","7083896900","R.J. STOKES","PRES."
"148256","REND LAKE COLLEGE","INA","IL","17","3","7119","","","4","2","1","1","4","","2","1","1","ROUTE 1","62846","JEFFERSON COUNTY","22","6184375321","MARK S. KERN","PRESIDENT"
"148265","REAL ESTATE EDUCATION COMPANY","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","500 N DEARBORN SUITE 300","60610","COOK","","3129226666","DANIEL P SARRETT",""
"148274","REVELL TRAINING CENTER","CHICAGO","IL","17","3","","","","9","3","3","2","2","","3","1","1","208 S LASALLE-LOWER ARCADE","60604","COOK","","3129771025","",""
"148292","RICHLAND COMMUNITY COLLEGE","DECATUR","IL","17","3","10879","","","4","2","1","1","3","","2","1","1","ONE COLLEGE PARK","62521","MACON","18","2178757200","CHARLES R NOVAK","PRESIDENT"
"148326","RIVERA SCHOOL OF BEAUTY CULTURE","CHICAGO","IL","17","3","","","","9","3","3","2","1","","3","1","1","6034 W NORTH AVENUE","60639","COOK","","3122374660","PAUL SCARDINO","PRES"
"148335","ROBERT MORRIS COLLEGE","CHICAGO","IL","17","3","1746","","","5","2","2","3","4","","2","3","1","180 N LASALLE ST","60601","COOK","7","3128364888","RICHARD PICKETT","PRESIDENT"
