unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"104504","3","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","1","1","","","","1","","",""
"104522","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"104531","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","1","1","","","1","1","","1","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"104568","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","3","","",""
"104577","1","1","","","1","","","1","1","1","","","","","","","","2","","","","1","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"104647","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"104656","","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"104665","7","1","1","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"104708","1","1","","","1","","","1","","","1","","1","","","1","","2","","","","1","","","","","","","1","1","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"104717","1","1","1","","1","1","1","1","","","","1","1","","","","1","2","","","","1","1","1","1","1","","","1","","1","","","","1","1","1","","","","","1","1","","","","","","","1","1","1","","1","1","","","1","","",""
"104762","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"104805","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","1","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"104869","7","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"104911","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"104920","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"104948","","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","3","","",""
"104957","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","1","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","3","","",""
"104984","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"105011","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","1","1","","","","","","1","","",""
"105048","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"105075","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"105118","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"105127","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"105136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105145","1","1","","","1","","","1","","1","1","","1","","1","","","2","","","","1","","","","","","","1","1","1","1","","","1","1","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"105154","1","1","","","1","","","1","","","","","1","","","","1","2","","","","1","","","","","","","1","1","1","1","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"105163","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"105172","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","1","1","","1","1","","","1","","","1","","",""
"105206","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","1","","1","","","1","1","1","1","","","1","1","","","","","","1","1","","","","","","1","1","1","","1","1","1","","","1","","",""
"105215","6","1","1","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","1","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"105242","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","1","","",""
"105297","1","1","1","","","","","1","","1","1","","","","","","","2","","","","1","","","","","","","1","1","1","","1","","","","","","","","1","","","","","","","","1","1","1","","","","","","","1","","",""
"105303","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","1","","1","","","","","","3","","",""
"105312","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","1","1","","","","1","","","","3","","",""
"105330","1","1","","","","","","1","","1","1","","","","","","","2","","","","1","1","1","1","1","","","","1","1","","1","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"105349","1","1","","","1","","","1","1","1","","1","1","","1","","1","2","","","","1","","","","","","","1","1","","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"105367","1","1","1","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"105385","7","1","1","1","","","","","1","","","1","","","","","","2","","","","","1","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","1","3","","",""
"105419","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"105428","1","1","","","1","","","1","","1","1","1","1","","1","1","1","2","","","","1","","","","","","","1","1","1","1","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"105455","7","1","","","","","","1","","1","","","","","","","","2","","","","","","","","","","1","1","1","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"105482","7","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","1","1","1","","","1","","",""
"105516","6","1","1","1","1","","","1","","","","1","1","","","","1","2","","","","1","","","","","","","","1","1","","1","","","","","","","","1","","","","","","","1","1","1","","","","","1","","","1","","",""
"105525","1","1","","","1","","","1","1","1","1","1","1","","1","1","1","1","1","","","1","","","","","","","1","1","1","","","","1","1","1","","1","","","1","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"105534","5","1","1","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"105543","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"105589","5","1","1","","","","","1","","1","1","1","","","","","","2","","","","1","","","","","","","1","","1","","","","1","1","1","1","","","","1","1","","","","","","","1","1","","","","1","","","1","","",""
"105622","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"105659","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","","1","","",""
"105668","1","1","","","1","","","","1","1","1","1","","1","1","1","1","1","1","","","1","","","","","","","1","1","1","1","","","1","1","1","1","1","1","","","","","","","","1","1","1","","1","1","1","1","","","1","","",""
"105677","3","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"105710","2","1","","","","","","1","","","","","","","","","","2","","","","","","1","","","1","","1","","","","1","","","","","","","","1","","","","","","","1","","1","1","1","","","1","","","3","","",""
"105738","","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
