unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,carnegie,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,fte,enrtot,instcat,tenursys
"368629","PIMA MEDICAL INSTITUTE","1627 Eastlake Avenue East","Seattle","WA","98102","53","8","Susan Dow","Director","2063226100","2063226109","2063226100","860260863","804502334","02217105","1","www.pimamedical.com","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","111","111","4","0"
"368771","HYPNOSIS MOTIVATION INSTITUTE","18607 VENTURA BLVD STE 310","TARZANA","CA","91356","6","8","GEORGE KAPPAS","DIRECTOR","8187582720","8187582740","8187582747","237198104","081113599","02545900","1","-1","8","3","2","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","90","93","6","0"
"368780","LOS ANGELES ORT TECHNICAL INSTITUTE","6435 WILSHIRE BLVD","LOS ANGELES","CA","90048","6","8","JOSEPH NEMAN","DIRECTOR","323966544410","323966544414","323966544423","133281910","174768218","02570300","1","www.laort.com","8","3","2","1","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","123","123","6","0"
"368799","MARTINEZ ADULT EDUCATION","600 F ST","MARTINEZ","CA","94553-3298","6","8","R. MARSHALL BURGAMY","DIRECTOR","9252283276227","9252283276209","9252283276227","680342645","027027226","03074900","1","www.martinez-ed.org","7","3","1","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","329","577","6","1"
"368805","BRYMAN COLLEGE-WEST LOS ANGELES","3000 S Robertson Blvd #300","Los Angeles","CA","90034-3169","6","8","Carol Jacobs","President","3108405777","3108405777","3108405777","954520525","601227176","01287301","2","www.bryman-college.com","6","2","3","3","1","2","2","40","1","2","2","2","2","40","1","1","A","-2","-2","-2","1","1","1","1","2","710","710","4","0"
"368832","THANH LE COLLEGE SCHOOL OF COSMETOLOGY","12875 CHAPMAN AVE","GARDEN GROVE","CA","92840","6","8","THANH LE","OWNER","7147487019","7147487019","7147487019","330505725","145462529","02236400","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","50","89","6","0"
"368911","SOUTHEASTERN TECHNICAL COLLEGE","3001 E FIRST ST","VIDALIA","GA","30474","13","5","CATHRYN T MEEHAN","PRESIDENT","9125383100","9125383107","9125383142","581865531","608569109","03066500","1","www.southeasterntech.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","-3","6","1","A","-2","-2","-2","1","1","1","1","1","682","1048","4","0"
"368993","LEARNING INSTITUTE FOR BEAUTY SCIENCES","384 MAIN ST","MALDEN","MA","02148","25","1","Franklin K Schoeneman","Owner","7813243400","7813243400","7813243400","231523654","061959193","00912900","1","www.empire.edu","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","43","73","6","0"
"369002","MASSACHUSETTS SCHOOL OF LAW","500 FEDERAL ST WOODLAND PARK","ANDOVER","MA","01810","25","1","PAULA KALDIS DICKINSON","CONTROLLER TREASURER","9786810800","9786810800","9786810800","043009002","195391784","03235300","1","www.mslaw.edu","2","1","2","-2","2","2","1","1","1","2","2","2","2","57","3","1","A","-2","-2","-2","1","1","1","1","1","459","635","1","1"
"369020","DAHLS COLLEGE OF BEAUTY","716 CENTRAL AVE","GREAT FALLS","MT","59401-3731","30","7","Trudi Sien","DIRECTOR","4064543453","4064543453","4064543453","522328641","010362176","00894700","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","25","25","6","0"
"369084","ITT TECHNICAL INSTITUTE","5100 MASTHEAD N.E.","ALBUQUERQUE","NM","87109","35","6","MARIANNE RITTNER","DIRECTOR","5058281114","5058281114","5058281114","362061311","878894708","02065201","1","www.itt-tech.edu","3","1","3","5","1","2","2","30","1","2","2","2","2","54","1","1","A","-2","-2","-2","1","1","1","1","1","571","666","3","0"
"369109","COMMUNITY SERVICES DIVISION-ALLIANCE CITY","200 GLAMORGAN","ALLIANCE","OH","44601","39","3","Stephen Stohla","SUPERINTENDENT","3308212102","3308212102","3308212102","346000040","118146760","03015100","1","aviators.stark.k12.oh.us","7","3","1","2","1","2","2","0","2","2","2","2","2","-3","4","1","A","-2","-2","-2","1","1","1","1","1","110","110","6","1"
"369172","HARRISBURG AREA COMMUNITY COLLEGE-LANCASTER","1641 Old Philadelphia Pike","LANCASTER","PA","17602","42","2","EDNA V BAEHRE","PRESIDENT","7172935000","7172935000","7172935000","231639151","786706911","00327302","1","www.hacc.edu","4","2","1","3","1","2","2","40","1","2","2","-2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","2410","4146","4","1"
"369181","HARRISBURG AREA COMMUNITY COLLEGE-LEBANON","735 CUMBERLAND ST","LEBANON","PA","17042","42","2","EDNA V BAEHRE","PRESIDENT","7172704222","7172706327","7172706330","231639151","786707034","00327301","1","www.hacc.edu","4","2","1","3","1","2","2","40","1","2","2","-2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","606","1063","4","1"
"369242","INTERNATIONAL INSTITUTE OF HAIR DESIGN","5536 S 1900 W","TAYLORSVILLE","UT","84118","49","7","MICHAEL ANDREASEN","PRES","8019658121","8019658121","8019658121","-1","073013724","01017301","1","-2","6","2","3","4","1","2","2","0","2","2","2","-2","2","-3","4","1","D","-2","2004","8/15/04","3","1","3","9","2","","","-2","-1"
"369288","BOOKER T CRENSHAW CHRISTIAN SCH INC","3134 FRANKLIN AVE","SAN DIEGO","CA","92113","6","8","BOOKER T CRENSHAW SR","PRESIDENT","6192350771","6192350771","6192350771","953847678","-1","-2","6","-1","2","1","2","9","1","1","1","11","1","2","2","-1","2","-3","-3","1","A","-2","-2","-2","1","1","1","2","2","","","-1","0"
"369400","CLINTON TECHNICAL INSTITUTE-MOTORCYCLE/MARINE MECH","9751 DELEGATES DR","ORLANDO","FL","32837","12","5","DIANNE ELY","SCHOOL DIRECTOR","4072402422","4072402422","4072402422","860329466","-1","02100502","1","www.uticorp.com","6","2","3","4","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","2796","2796","6","1"
"369419","D G ERWIN TECHNICAL CENTER","2010 E HILLSBOROUGH AVE","TAMPA","FL","33610","12","5","MICHAEL D DONOHUE","Principal","8132311800","8132388631","8132388631","-1","063510895","00559400","1","erwintech.org","4","2","1","4","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","1","822","827","6","1"
"369446","ROSEL SCHOOL OF COSMETOLOGY","2444 W DEVON","CHICAGO","IL","60659","17","3","ROSEL BAEK","OWNER DIRECTOR","7735085600","7735085166","7735085600","363768184","959700048","03082900","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","106","123","6","0"
"369455","WORSHAM COLLEGE","495 NORTHGATE PKY","WHEELING","IL","60090-2646","17","3","STEPHANIE J. KANN","PRESIDENT","8478088444","8478088444","8478088444","363037484","099211245","00178300","1","WWW.WORSHAMCOLLEGE.COM","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","103","103","4","0"
"369516","BRYAN COLLEGE","237 S. FLORENCE AVE","SPRINGFIELD","MO","65806-2000","29","4","Brian Stewart","President","4178625700","4178625700","4178625700","481072330","797036589","03066300","1","www.bryancollege.com","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","175","175","4","0"
"369622","TOLEDO ACADEMY OF BEAUTY CULTURE-NORTH","5020 LEWIS AVE","TOLEDO","OH","43612-2822","39","3","LEONARD H ROSENBERG","PRESIDENT","4194785325","4194786660","4194786660","341171873","163584972","02315500","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","46","78","6","0"
"369659","OREGON COLLEGE OF ORIENTAL MEDICINE","10525 SE CHERRY BLOSSOM DR","PORTLAND","OR","97216","41","8","None","President","5032533443111","5032533443113","5032533443113","930845182","788023844","02603700","1","www.ocom.edu","2","1","2","9","2","1","2","10","1","2","2","2","2","53","1","1","A","-2","-2","-2","1","1","1","1","1","242","258","1","0"
"369668","CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECH PRAC NUR","540 N HARRISON RD","PLEASANT GAP","PA","16823","42","2","GREGORY MICHELONE","EXECUTIVE DIRECTOR","8143592582","8143592582","8143592582","251158058","099439903","00533500","1","-1","7","3","1","2","1","2","2","0","2","2","2","2","2","-3","7","1","A","-2","-2","-2","1","1","1","1","2","34","41","6","0"
"369686","NORTHWEST EDUCATIONAL CENTER","2910 ANTOINE B-100","HOUSTON","TX","77092","48","6","EDNA RYAN","EXECUTIVE","7136802929","7136802929","7136802929","760304195","160804639","03303300","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","161","161","6","0"
"369695","SEBRING CAREER SCHOOLS","6672 HWY 06 S","HOUSTON","TX","77083","48","6","M REESE MOORE","PRESIDENT","2815616352","2815610592","2815610703","760300131","618852768","02530703","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","105","105","6","0"
"369783","PCI HEALTH TRAINING CENTER","8101 JOHN CARPENTER FWY","DALLAS","TX","75247-4720","48","6","RHONDA WHITE","PRESIDENT","2146300568301","2146300568323","2146300568305","752334026","620059626","03019800","1","www.pcihealth.net","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","459","459","6","0"
"369792","WINDHAM MEMORIAL HOSPITAL-RADIOLOGIC TECH PROG","112 MANSFIELD AVE","WILLIMANTIC","CT","06226-2040","9","1","RICHARD A BRVENIK","PRESIDENT CHIEF EXECUTIVE OFF","8604566871","8604566871","8604566871","060646966","069246494","02265900","1","www.wcmh.org","5","2","2","4","1","2","2","0","2","2","2","2","2","-3","4","1","A","-2","-2","-2","1","1","1","1","2","33","33","6","0"
"369817","BETHEL SEMINARY OF THE EAST","1605 N LIMEKILN PKE","DRESHER","PA","19025-9965","42","2","George Brushaber","President","2156414801","2156414801","2156414801","-1","-1","009058A1","2","www.bethel.edu","2","1","2","6","2","1","1","1","1","2","2","-2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","61","109","1","1"
"369853","ACADEMY OF COURT REPORTING-AKRON","2930 W MARKET","AKRON","OH","44313","39","3","DAWN HORNBECK","DIRECTOR","3308674030","3308674030","3308674030","341083484","869070151","02152102","1","-1","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","187","258","4","0"
"369862","ACADEMY OF COURT REPORTING-COLUMBUS","630 E BROAD ST","COLUMBUS","OH","43215","39","3","ROBERT CLINE","DIRECTOR","6142217770","6142217770","6142217770","341083484","627736531","02152101","1","-1","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","1","235","337","4","0"
"369905","BRYANT AND STRATTON COLLEGE-WILLOUGHBY HILLS","27557 CHARDON RD","WILLOUGHBY HILLS","OH","44092-2794","39","3","Ted Hansen","Campus Director","4409446800","4409446800","4409446800","160364420","183359249","00267809","1","www.bryantstratton.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","104","152","4","0"
"369950","HAMRICK TRUCK DRIVING SCHOOL","1156 MEDINA RD","MEDINA","OH","44256","39","3","DENVER HAMRICK","PRESIDENT","3302392229","3302392229","3302392229","341291716","-1","02529500","1","hamricktruck.com","9","3","3","1","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","110","152","6","0"
"371034","ALABAMA STATE COLLEGE OF BARBER STYLING","9480 PARKWAY E","BIRMINGHAM","AL","35215-8308","1","5","DONALD S MATHEWS","OWNER DIRECTOR","2058362404","2058362404","2058362404","630772314","016007184","03032500","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","1","27","27","6","0"
"371052","CAPPS COLLEGE","3590 PLEASANT VALLEY RD","MOBILE","AL","36609","1","5","MORGAN LANDRY","PRESIDENT","251650080012","251650080015","2513441203","631048908","118046333","02341000","1","medcareers.net","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","526","526","6","0"
"371140","ARKANSAS BEAUTY SCHOOL","1061 MARKHAM ST","CONWAY","AR","72032","5","5","TAMARA COTTON","OWNER","5013298303","5013298303","5013298303","710561219","611918061","03007600","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","32","39","6","0"
"371186","ACADEMY OF RADIO BROADCASTING-PHOENIX","4914 E MCDOWELL RD STE 107","PHOENIX","AZ","85008","4","6","KERRY NELSON","DIRECTOR","6022678001","602267800122","602267800124","330268357","842232928","02342401","1","WWW.ARBRADIO.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","34","34","6","0"
"371265","BRYMAN COLLEGE","1460 S. Milliken Ave","ONTARIO","CA","91761","6","8","RUTH DARTON","PRESIDENT","9099845027","9099845027","9099845027","954520525","826769341","03072300","1","www.cci.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","2","560","560","4","0"
"371760","HEALD COLLEGE-STOCKTON","1605 E MARCH LN","STOCKTON","CA","95210","6","8","MICHAEL MALLORY","DIRECTOR","2094735200","2094735200","2094735200","942398206","197826712","02593300","1","www.heald.edu","5","2","2","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","446","517","4","0"
"371779","HEALD COLLEGE-HAYWARD","25500 INDUSTRIAL BLVD.","HAYWARD","CA","94545","6","8","BARBARA GORDON","EXECUTIVE DIRECTOR","5107832100","5107832100","5107832100","942398206","076541036","00853200","1","www.Heald.edu","5","2","2","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","1","758","862","4","0"
"371830","LOLA BEAUTY COLLEGE","11883 VALLEY VIEW ST","GARDEN GROVE","CA","92641","6","8","LOLA PARK","PRESIDENT","7148943344","7148943366","7148943367","330424110","622494763","02494800","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","59","59","6","0"
"371928","MODERN TECHNOLOGY SCHOOL","1232 E KATELLA AVE","ANAHEIM","CA","92805","6","8","HARVEY S CAPLAN","ADMINISTRATIVE","7149787702","7149787702","7149787702","954060615","176790202","03063400","1","www.moderntechschool.com","6","2","3","4","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","42","42","6","0"
"371964","NATIONAL CAREER EDUCATION","6060 SUNRISE VISTA DR STE 3000","CITRUS HEIGHTS","CA","95610-7071","6","8","M. A.  MIKHAIL","PRESIDENT","9169694900","9169694900","9169694900","942963855","789321585","02128301","1","www.ncecollege.com","9","3","3","1","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","417","417","6","0"
"371982","BRYMAN COLLEGE","511 North Brookhurst St., Suite 300","Anaheim","CA","92801-5229","6","8","Susie Reed","School President","7149536500","7149536500","7149536500","954520525","060762457","01110700","1","www.cci.edu","9","3","3","1","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","1004","1004","6","0"
"372028","NORTHWEST COLLEGE OF MEDICAL AND DENTAL ASSISTANTS","124 S GLENDALE AVE","GLENDALE","CA","91205","6","8","Jason F Li","Corporate Controller","8182420205","8182420205","8182420205","951729727","-1","01170702","1","www.northwestcollege.com","9","3","3","1","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","104","104","6","0"
"372037","BRYMAN COLLEGE-CITY OF INDUSTRY","12801 Crossroads Parkway South","City of Industry","CA","91746-1023","6","8","JOHN W. ANDREWS","SCHOOL PRESIDENT","5629082500","5629082500","5629082500","954520525","601227176","01287302","2","www.bryman-college.com","6","2","3","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","2","993","993","4","0"
"372073","PLATT COLLEGE","10900 E 183RD ST STE 290","CERRITOS","CA","90703","6","8","Lynn Smith","Executive Director","5628095100","5628095100","5628095100","330168247","807843602","03039900","1","www.plattedu.com","6","2","3","3","1","2","2","40","1","2","2","2","2","40","3","1","A","-2","-2","-2","1","1","1","1","2","129","129","4","0"
"372082","POMONA UNIFIED SCHOOL DISTRICT ADULT AND CAREER ED","1515 W MISSION BLVD","POMONA","CA","91766-1233","6","8","BARBARA THOMPSON","PRINCIPAL","9094692333400","9094692333","9094692333","956002457","103810875","03029600","1","-1","7","3","1","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","1276","1446","6","1"
"372143","SIMI VALLEY ADULT SCHOOL AND CAREER INSTITUTE","3192 LOS ANGELES AVE","SIMI VALLEY","CA","93065","6","8","MARIROSE KOZAK","PRINCIPAL","8055796200","8055796231","8055796212","956004692","092130376","01323300","1","www.simi.tec.ca.us","4","2","1","4","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","145","201","6","1"
"372161","MARIC COLLEGE-ANAHEIM","1360 S ANAHEIM BLVD","ANAHEIM","CA","92805","6","8","Mustapha Belayachi","Executive Director","7147581500","7147581500","7147581500","330843005","610039547","03044500","1","www.mariccollege.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","40","1","1","A","-2","-2","-2","1","1","1","1","1","189","189","4","0"
"372213","UNIVERSITY OF PHOENIX-ONLINE CAMPUS","3157 E. Elwood Street","Phoenix","AZ","85034-7209","4","6","Brian Mueller","Executive Vice President","6023877000","6023877000","6023877000","860344364","627222094","020988D6","2","online.uophx.edu","3","1","3","9","1","1","2","10","1","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","1","115794","115794","2","0"
"372222","UNIVERSITY OF PHOENIX-SAN DIEGO CAMPUS","3890 Murphy Canyon Road, #100","San Diego","CA","92123-4403","6","8","Laura Palmer Noone, PhD, JD","President","8585761287","8585761287","8585761287","-1","620899443","02098810","1","www.phoenix.edu/sandiego","3","1","3","8","1","1","2","20","1","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","1","4761","4761","2","0"
"372240","UNIVERSAL COLLEGE OF BEAUTY INC","3419 W 43rd Place","LOS ANGELES","CA","90008","6","8","JOHN C WILLLIAMS","PRES","3232980045","3232980045","3232980045","952812075","089445209","01244600","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","2","39","39","6","1"
"372329","INSTITUTE OF BUSINESS AND MEDICAL CAREERS","1609 OAKRIDGE DR STE 102","FT COLLINS","CO","80525","8","7","RICHARD B LAUB","PRESIDENT","9702232669","9702232669","9702232669","841144674","605906619","03006300","1","www.ibmcedu.com","6","2","3","3","1","2","2","40","1","2","2","2","2","40","2","1","A","-2","-2","-2","1","1","1","1","1","349","349","4","0"
"372356","XENON INTERNATIONAL SCHOOL OF HAIR DESIGN III","2231 S PEORIA","AURORA","CO","80014","8","7","GAYLA GARRITY HENRY","DIRECTOR","3037521560","3037521560","3037521560","841076276","612196311","03027400","1","WWW.XENONINTL.COM","9","3","3","1","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","105","105","6","0"
"372462","ADVANCED-BASIC HAIR DESIGN TRAINING CENTER","85 RICHLAND AVE","MERRITT ISLAND","FL","32953","12","5","JACQUILYN EUSANIO","PRESIDENT","3214528490","3306521559","3214528490","581708995","138101118","02499000","1","FLORIDACOSMETOLOGYSCHOOLS.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","4","1","A","-2","-2","-2","1","1","1","1","2","29","48","6","0"
"372480","CAREER TRAINING INSTITUTE","3318 Edgewater Drive","Orlando","FL","32804","12","5","Roger Bradley","President","4078841816","4078841816","4078841816","581529483","942549551","02245502","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","4","1","A","-2","-2","-2","1","1","1","1","2","194","194","6","0"
"372505","COOPER CAREER INSTITUTE","2247 PALM BEACH LAKES BLVD, SUITE 110","WEST PALM BEACH","FL","33409","12","5","JOSEPH D. JAAP","PRESIDENT","5616406999","5616406999","5616406999","650032839","179930961","03032700","1","coopercareer.com","6","2","3","3","1","2","2","40","1","2","2","-2","2","40","2","1","D","-2","2004","06/04","3","1","3","9","2","","","-2","-1"
"372523","NATIONAL SCHOOL OF TECHNOLOGY","1040 BAYVIEW DR","FT LAUDERDALE","FL","33304","12","5","Guy Jackson","PRESIDENT","9546300066","9546300066","9546300066","591720069","-1","03003201","1","nst.ccc","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","-3","1","R","-2","-2","-2","1","1","1","1","2","598","598","6","0"
"372578","ITT TECHNICAL INSTITUTE","1400 INTERNATIONAL PARKWAY SOUTH","LAKE MARY","FL","32746","12","5","GARY P COSGROVE","DIRECTOR","4076602900","4076602909","4076602900","362061311","614392751","03087600","1","WWW.ITT-TECH.EDU","3","1","3","5","1","2","2","30","1","2","2","2","2","54","4","1","A","-2","-2","-2","1","1","1","1","1","386","474","3","0"
"372718","SUNSTATE ACADEMY OF HAIR DESIGN","18453 US 19 N","CLEARWATER","FL","33764-2702","12","5","GAYL SIMON","DIRECTOR","7275383827","7275383827","7275383827","592779793","945805349","02524000","1","www.sunstate.edu","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","122","156","6","0"
"372772","HERITAGE INSTITUTE-JACKSONVILLE","4130 Salibury Rd N, Suite 1100","Jacksonville","FL","32216","12","5","Sonnie Willingham","Director","9043320910101","9043320910131","9043320910121","841499709","018911656","03035800","1","www.heritage-education.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","423","423","6","0"
"372833","MELBOURNE BEAUTY SCHOOL","686 N WICKHAM RD","MELBOURNE","FL","32935","12","5","LEE ARNOFF","PRESIDENT","3212590001","3212590001","3212590001","593535697","024973989","02186400","5","MELBOURNEBEAUTYSCHOOL.COM","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","9","1","A","-2","-2","-2","1","1","1","2","2","81","93","6","0"
"372921","MEDIX SCHOOLS","2108 COBB PARKWAY","SMYRNA","GA","30080","13","5","LARRY H RITCHIE","DIRECTOR","7709800002","7709800002","7709800002","521590170","162001234","01031903","1","medixschool.edu","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","1","398","398","6","0"
"372958","REMINGTON COLLEGE-HONOLULU CAMPUS","1111 BISHOP ST STE 400","HONOLULU","HI","96813-2811","15","8","KENNETH G. HEINEMANN","CAMPUS PRESIDENT","8089421000","8089421000","8089421000","752599043","603618265","03012104","1","WWW.REMINGTONCOLLEGE.EDU","3","1","3","5","1","2","2","30","1","2","2","2","2","-3","1","1","A","-2","-2","-2","1","1","1","1","1","537","537","3","0"
"372985","AMERICAN COLLEGE HAWAII","1441 KAPIOLANI BLVD STE 2000","Honolulu","HI","96814","15","8","Vic Hejmadi","President","8089463535","8089463535","8089463535","330079269","557547130","02359201","5","www.americancollegehawaii.com","9","3","3","1","1","2","2","0","2","2","2","-1","2","-3","1","1","A","-2","-2","-2","1","1","1","2","2","","","6","-1"
"373058","VATTEROTT COLLEGE","6100 THORNTON, STE 290","DES MOINES","IA","50321","19","4","JOHN VATTEROTT","CHAIRMAN OF THE BOARD","5153099000","5153099000","5153099000","430918652","111223426","02609200","1","www.vatterott-college.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","121","121","4","0"
"373085","COMMONWEALTH BUSINESS COLLEGE-MOLINE","1527 47TH AVE","MOLINE","IL","61265","17","3","CAROL RAY","CAMPUS DIRECTOR","3097622100","3097622100","3097622100","611288392","185563145","02103202","1","www.cbcaec.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","124","124","6","0"
"373119","ENVIRONMENTAL TECHNICAL INSTITUTE","13010 S DIVISION ST","BLUE ISLAND","IL","60406-2606","17","3","Richard J. Schoenherr","ADMINISTRATIVE DIR","6302859100200","6302859100209","6302859100206","363361006","619058571","02556101","1","eticampus.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","95","158","6","0"
"373216","PIVOT POINT BEAUTY SCHOOL","144C East Lake Street","Bloomingdale","IL","60108-0000","17","3","Theresa Jaselskis","Campus Director","8479855900","84786605007335","847985590012","363983115","787642602","01083601","1","www.pivot-point.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","3","1","A","-2","-2","-2","1","1","1","1","2","173","173","6","1"
"373261","CHARLES A PROSSER SCHOOL OF TECHNOLOGY","4202 CHARLESTOWN RD","NEW ALBANY","IN","47150","18","3","Alan Taylor","Principal","8129494266306","8129494266306","8129494266306","-1","079668240","01064500","5","-1","7","3","1","2","1","2","2","0","2","2","2","-1","2","-3","2","1","A","-2","-2","-2","1","2","2","4","1","","","6","-1"
"373340","SUPERIOR SCHOOL OF HAIRSTYLING","1215 E. Santa Fe","OLATHE","KS","66061","20","4","JOE HANCOCK","DIRECTOR","9137824004","9137820489","9137824004","481134204","627769946","03031300","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","132","184","6","0"
"373447","BATON ROUGE COLLEGE","2834 S SHERWOOD FOREST STE B12","BATON ROUGE","LA","70816","22","5","JOHN O MURPHY","PRESIDENT","225292546423","225292546421","225292546430","721125857","604207035","02617100","1","brc.edu","6","2","3","3","1","2","2","40","1","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","1","67","67","4","0"
"373535","DOMESTIC HEALTH CARE INSTITUTE","4826 JAMESTOWN AVE","BATON ROUGE","LA","70808-3224","22","5","DAN CHAVIS","VICE PRESIDENT","2259255312","2259255312","2259255312","721135081","803542471","03011200","1","www.dhcibatonrouge.com","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","2","1","A","-2","-2","-2","1","1","1","1","2","92","92","6","0"
"373605","JONESVILLE BEAUTY SCHOOL","208 WESTSIDE DRIVE","VIDALIA","LA","71373","22","5","DELORES MORGAN","OWNER","3183362377","3183362378","3183362377","721281328","834072175","03253300","1","-1","9","3","3","2","1","2","2","0","2","2","2","2","2","-3","6","1","A","-2","-2","-2","1","1","1","1","2","16","24","6","1"
"373669","BROOKFIELD AREA CAREER CENTER","122 PERSHING ROAD","BROOKFIELD","MO","64628","29","4","ROBERT BRINKLEY","DIRECTOR","6602582682","6602582682","6602582682","436000407","184206860","00528700","1","-1","7","3","1","2","1","2","2","0","2","2","2","-1","2","-3","-3","1","A","-2","-2","-2","1","2","2","3","1","","","6","-1"
