unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,hbcu,hospital,medical,tribal,locale,openpubl,"act",newid,deathyr,"closedat",cyactive,postsec,pseflag,pset4flg,rptmth,"ialias",instcat,ccbasic,ccipug,ccipgrad,ccugprof,ccenrprf,ccsizset,carnegie,tenursys,landgrnt,instsize
"243638","College of Micronesia-FSM","PO Box 159 Kolonia","Pohnpei","FM","96941","64","9","Spensin James","President","6913202480","6913202480169","6913202480150","942940238","854811353","01034300","1","www.comfsm.fm","4","2","1","4","1","2","2","40","1","2","2","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","COM-FSM|COMFSM|COM-FSM National|Sharks|COM-FSM Palikir","4","1","1","-1","3","1","2","40","2","1","2"
"243647","Palau Community College","Medalaii","Koror","PW","96940","70","9","Patrick U. Tellei","President","6804882471","6804882471","6804882471","-1","854811031","01100900","1","www.palau.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","4","1","1","-1","3","1","2","40","1","2","1"
"243665","University of the Virgin Islands","2 John Brewers Bay","Charlotte Amalie","VI","00802-9990","78","9","Laverne Ragster, Ph.D.","President","3407769200","3406931090","3406931150","660432514","090003765","00394600","1","www.uvi.edu","1","1","1","8","1","1","2","20","1","1","2","2","2","-3","1","A","-2","-2","-2","1","1","1","1","1","","2","22","13","9","6","3","10","22","1","1","2"
"243744","Stanford University","","Stanford","CA","94305","6","8","John L Hennessy","President","6507232300","6507233058","6507232091","941156365","009214214","00130500","1","www.stanford.edu/","2","1","2","9","1","1","1","11","1","2","1","1","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","15","5","14","12","6","17","15","1","2","4"
"243762","The University of Connecticut School of Medicine and Dentistry","263 Farmington Ave","Farmington","CT","06030-1905","9","1","Peter Deckers, M.D.","Dean, School of Med","8606792000","8606793574","8606794306","066000798","069242758","01121500","1","www.uchc.edu","1","1","1","-2","2","2","1","1","1","2","1","1","2","12","1","A","-2","-2","-2","1","1","1","1","1","","1","25","-2","-2","-2","7","-2","52","1","2","1"
"243780","Purdue University-Main Campus","Hovde Hall of Administration","West Lafayette","IN","47907-2040","18","3","Martin C. Jischke","President","7654944600","7654945050","7654941776","356002041","072051394","00182500","1","www.purdue.edu","1","1","1","9","1","1","1","11","1","2","2","1","2","22","1","A","-2","-2","-2","1","1","1","1","1","Purdue-West Lafayette|Purdue|PU|Purdue-WL","2","15","14","14","12","4","16","15","1","1","5"
"243799","Blue Hills Regional Technical School","800 Randolph St","Canton","MA","02021","25","1","Joseph Ciccolo","Supt-Dir","7818285800229","7818285800231","7818285800229","042379358","075360800","00552300","1","www.bluehills.org","7","3","1","2","1","2","2","0","2","2","2","2","2","41","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"243805","Ohr Somayach","142 Rte 306","Monsey","NY","10952","36","2","Abraham Braun","Dean","8454251370","8454251370","8454251370","133235960","614650323","02320100","3","","2","1","2","5","1","2","1","31","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","2","1","","2","24","-2","-2","-2","4","-2","51","-1","2","1"
"243823","Parker College of Chiropractic","2500 Walnut Hill Ln","Dallas","TX","75229-5668","48","6","Dr. Fabrizio Mancini","President","9724386932","9724386932","9724386932","751596658","051167567","02305300","1","www.parkercc.edu","2","1","2","5","1","2","1","31","1","2","2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","2","26","-2","-2","-2","6","-2","53","2","2","2"
"243832","EDP College of Puerto Rico Inc","560 Ponce de Leon Ave.  Cr. Arroyo St.","San Juan","PR","00919-2303","72","9","Gladys Nieves de Berrios","President","7877653560","7877653560","7877653560","660277132","090191313","02165100","1","www.edpcollege.edu","3","1","3","7","1","1","2","20","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","EDP College of Puerto Rico Inc.","3","22","15","3","9","3","6","33","2","2","1"
"243841","ICPR Junior College-General Institutional","558 Munoz Rivera Avenue","Hato Rey","PR","00919-0304","72","9","Olga Rivera","President/CEO","7877536000","7877536535","7877648004","660354046","091048835","01194000","1","www.icprjc.edu","6","2","3","3","1","2","2","40","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","3","1","1","40","2","2","1"
"243902","Gaither and Company Beauty College","414 E Willow St","Scottsboro","AL","35768","1","5","Wanda Gaither","Owner","2562591001","2562591001","2562591001","631011297","163340482","02323800","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"244011","ITT Technical Institute-Sylmar","12669 Encinitas Ave","Sylmar","CA","91342-3664","6","8","Michele Huggard","Interim Director","8183645151","8183645159","8183645151","362061311","969657311","02321800","1","www.itt-tech.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","3","28","-2","-2","-2","2","-2","54","2","2","1"
"244154","ITT Technical Institute-Thornton","500 E 84th Ave Ste B12","Thornton","CO","80229-5338","8","7","Fred Hansen","Director","3032884488","3032884489","3032884488","362061311","126085794","02321700","1","www.itt-tech.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","28","-2","-2","-2","2","-2","54","2","2","1"
"244190","Widener University-Delaware Campus","4601 Concord Pike","Wilmington","DE","19803","10","2","James T. Harris III","President","3024772100","3024772203","3024772210","231386178","039773064","00331301","1","www.widener.edu","2","1","2","9","1","1","1","11","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","20","12","13","5","6","6","-3","1","2","2"
"244233","City College","2000 W. Commerical Boulevard","Fort Lauderdale","FL","33309","12","5","C.M. Fike","President","9544925353","9544925353","9544925353","650000627","179181029","02515400","1","www.citycollege.edu","2","1","2","5","1","2","2","30","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","","3","13","2","-1","9","2","6","40","2","2","1"
"244279","Sunstate Academy","4424 Bee Ridge Rd","Sarasota","FL","34233","12","5","Leticia Gonzalez","Campus Director","9413774880","9413774880","9413774880","592390702","107555682","02326800","1","WWW.SUNSTATE.EDU","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"244437","Georgia Perimeter College","3251 Panthersville Rd","Decatur","GA","30034-3832","13","5","Anthony S. Tricoli","President","6788912300","6788913400","6788913500","581660133","804762524","00156200","1","www.gpc.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","5","1","-1","2","1","5","40","1","2","4"
"244446","Dekalb Technical College","495 N Indian Creek Dr","Clarkston","GA","30021-2397","13","5","Robin Hoffman","President","4042979522","4042979522","4042979522","582223600","008861424","00562200","1","www.dekalbtech.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","5","1","-1","1","1","3","40","1","2","2"
"244464","Hawai'i Theological Seminary","1881 California Ave","Wahiawa","HI","96786","15","8","Dr. Kevin James Gilbert","President/CEO","8086224487","8086224487","8086224487","990159993","077679355","02321300","1","www.hits.edu","2","1","2","9","1","1","1","11","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","Our former name was International College and Graudate School. Name change occured Feb. 2006","2","24","-2","-2","-2","6","-2","51","2","2","1"
"244491","Headmasters School of Hair Design","317 Coeur D Alene Ave","Coeur D Alene","ID","83814","16","7","Eric K Negaard","Owner","2086640541","20866405415","20866405412","820387676","180559098","02319800","1","www.headmastersschool.com","6","2","3","4","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"244561","Cortiva Institute-Chicago School of Massage Therapy","17 N. State Street, Suite 500","Chicago","IL","60602","17","3","Jason Scholte","President","3127537900","3127537927","3127537900","363250910","","03455700","1","csmt.com","9","3","3","1","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","Chicago School of Massage Therapy","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"244613","Environmental Technical Institute","1101 W Thorndale Ave","Itasca","IL","60143-1334","17","3","Camille M. Tortorello","Administrative Dir.","6302859100","6302859100","6302859100","363361006","144917093","02556100","1","eticampus.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"245032","Southwestern College","8095 Connector Dr","Florence","KY","41042","21","5","Tina M Barnes","Executive Director","8592829999","8592829999","8592829999","310863670","785692187","01212801","1","www.swcollege.net","6","2","3","3","1","2","2","40","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","10","1","-1","3","1","1","40","2","2","1"
"245069","Trend Setters Academy of Beauty Culture-Elizabethtown","622 B Westport Rd","Elizabethtown","KY","42701","21","5","Deborah Livers","Financial Aid Director","2707655243","2707655243","2707655243","611022147","074071093","02251502","1","","6","2","3","4","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"245281","Traxlers School of Hair","2845 Suncrest Dr","Jackson","MS","39212","28","5","Thomas V Traxlers","President","6013713253","6013710226","6013710226","-1","867786196","03263300","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","12","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"245290","J & J Hair Design College","116 E Franklin St","Carthage","MS","39051","28","5","Ricky Jones","President Owner","6012673678","6012673678","6012673678","721537316","617734348","02586000","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","41","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"245342","Vatterott College","3925 Industrial Drive","Saint Ann","MO","63074","29","4","Shari Cobb","Director","3144285900","3144285909","3144285900","430918652","075905042","02599700","1","www.vatterott-college.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","Vatterott Educational Centers","3","28","-2","-2","-2","2","-2","40","2","2","1"
"245625","Warren County Community College","475 Rte 57 W","Washington","NJ","07882-4343","34","2","Dr. William Austin","President","9088359222","9088352456","9088352300","222376658","077202224","02503900","1","www.warren.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","4","4","1","-1","1","1","2","40","1","2","2"
"245652","St John's College","1160 Camino Cruz Blanca","Santa Fe","NM","87505-4599","35","6","Michael Peters","President","5059846000","5059846058","5059846060","850162247","153574637","00209300","1","www.sjcsf.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","2","21","4","5","13","4","8","31","1","2","1"
"245731","Yeshiva and Kollel Harbotzas Torah","1049 E 15th St","Brooklyn","NY","11230","36","2","Yekusiel Bittersfeld","President","7186920208","7186920208","7186920208","112225179","130144645","02350600","1","","2","1","2","9","1","1","2","10","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","24","-2","-2","-2","5","-2","51","2","2","1"
"245777","Bais Medrash Elyon","73 Main St","Monsey","NY","10952","36","2","Rabbi Rachmiel Ungarischer","FAA","8453567064","8453567065","8453567065","133728890","003423949","02622900","1","","2","1","2","9","1","1","2","10","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","24","-2","-2","-2","5","-2","51","2","2","1"
"245838","Antioch University-Los Angeles Branch","400 Corporate Pointe","Culver City","CA","90230-7615","6","8","Lucyann Geiselman","President","3105781080","3105781080","3105781090","310536640","835710013","00301002","1","www.antiochla.edu","2","1","2","7","1","1","2","20","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","AULA|Antioch|Antiok|Antioc|Antoich","2","19","3","8","5","6","6","21","2","2","1"
"245847","Antioch University-Santa Barbara Branch","801 Garden St, Suite 101","Santa Barbara","CA","93101-1581","6","8","LucyAnn Geiselmann","President","8059628179","8059628179108","8059628179330","310536640","098375207","00301003","1","www.antiochsb.edu","2","1","2","9","1","1","2","10","1","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","2","20","3","8","5","6","6","-3","2","2","1"
"245865","Antioch University-New England","40 Avon St","Keene","NH","03431","33","1","David Caruso","President","6033573122","6033573122","6033576265","310536640","041969544","00301004","1","www.antiochne.edu","2","1","2","9","2","1","2","10","1","2","-2","2","2","32","1","A","-2","-2","-2","1","1","1","1","1","formerly known as Antioch New England Graduate School","1","17","-1","18","-1","7","18","16","2","2","1"
"245883","Antioch University-Seattle Branch","2326 6th Ave","Seattle","WA","98121","53","8","Mark Hower","Interim President","2064415352","2064414010","2064414202","310536640","","00301005","1","www.antiochsea.edu","2","1","2","9","1","1","2","10","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","18","3","6","5","6","6","21","2","2","1"
"245892","Antioch University McGregor","800 Livermore St","Yellow Springs","OH","45387","39","3","Barbara Gellman Danley","President","9377691800","9377691840","9377691818","310536640","","00301001","1","www.mcgregor.edu","2","1","2","8","1","1","2","20","1","2","-2","2","2","31","1","A","-2","-2","-2","1","1","1","1","1","","2","19","10","6","5","6","6","21","2","2","1"
"245953","Mid-America Christian University","3500 SW 119th St","Oklahoma City","OK","73170-9797","40","6","Dr.John Fozard","President","4056913800","4056923182","4056923188","741196134","073922775","00694200","1","www.macu.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","Gulf Coast Bible College|Mid-America Bible College|MACU","2","22","15","-1","9","2","7","51","2","2","1"
"245962","Platt College","3801 S Sheridan","Tulsa","OK","74145","40","6","Mike Pugliese","President","9186639000","9186639000","9186639000","731212321","013848312","02306800","1","www.plattcollege.org","6","2","3","3","1","2","2","40","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","4","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"245980","Ponca City Beauty College","122 N First St","Ponca City","OK","74601","40","6","Freda Poe","President","5807621470","8885576709","5807621470","731430083","","03109800","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","33","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","1","2","1"
"245999","Francis Tuttle Technology Center","12777 N Rockwell Ave","Oklahoma City","OK","73142-2789","40","6","Kay Martin","Superintendent","4057174732","4057174336","4057174732","-1","022091243","02222700","1","www.francistuttle.com","4","2","1","4","1","2","2","0","2","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","2"
"246008","Career Point Institute","3138 S Garnett","Tulsa","OK","74146","40","6","Lawrence Earle","Board Chairman","9186278074","9186278074","9186278074","223009568","605961689","02591101","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246017","Central Technology Center","3 Court Cir","Drumright","OK","74030","40","6","Phil Waul","Superintendent","9183522551","9183522551237","9183522551206","73-069525","070035423","00996400","1","www.ctechok.org","7","3","1","2","1","2","2","0","2","2","2","2","2","42","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246035","Apollo College-Portland Inc","2004 Lloyd Center, 3rd Floor","Portland","OR","97232","41","8","David Bowen","Executive Campus Director","5037616100","5037616100","5037616100","930922655","178398145","03042500","1","www.apollocollege.edu","6","2","3","4","1","2","2","40","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","4","1","2","-3","2","2","2"
"246071","Career Technology Center of Lackawanna County","3201 Rockwell Ave","Scranton","PA","18508","42","2","Vincent P Nallo","Director Vocational Education","5703468728","5703468728","5703468728","231709530","026322370","03098600","1","ctclc.edu","7","3","1","2","1","2","2","0","2","2","2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246202","Southeastern Career College-Nashville","2416 21st Ave South, Suite 300","Nashville","TN","37212-5318","47","5","Adam Butler","Executive Director","6152798300","6152798305","6152798300","582571945","131053365","02326200","1","www.southeasterncareercollege.com","3","1","3","6","1","1","2","40","1","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","3","10","1","0","4","3","1","-3","2","2","1"
"246266","Career Centers of Texas-El Paso","8360 Burnham Rd Ste 100","El Paso","TX","79907","48","6","Sally Crickard","Executive Director","9155951935","9155951935","9155951935","742515628","613203280","02591900","1","www.cctep.com","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246345","Houston Graduate School of Theology","2501 Central Parkway, Suite A19","Houston","TX","77092-7729","48","6","Keith A. Jenkins","President","7139429505","7139429505","7139429505","760057699","","02320200","1","www.hgst.edu","2","1","2","9","2","1","1","11","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","1","24","-2","-2","-2","7","-2","51","2","2","1"
"246354","Palo Alto College","1400 Villaret","San Antonio","TX","78224-2499","48","6","Ana M. Guzman","President","2109215000","2109215316","2109215270","-1","782010227","02341300","1","www.accd.edu/pac","4","2","1","4","1","2","2","40","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","4","7","1","-1","2","1","3","40","1","2","3"
"246406","Sebring Career Schools","2505 Lake Road  ,  Suite 1","Huntsville","TX","77340","48","6","Reese Moore","President/Owner","9362916388","9362916299","9362916299","760183818","196042964","02530700","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246415","San Antonio Beauty College 3","4130 Naco Perrin","San Antonio","TX","78217","48","6","Cindy Sandoval","Owner /Executive Director","2106549734","2106549734","2106549734","741501454","142928068","02326000","1","","9","3","3","2","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246460","Central Texas Beauty College","1400 N. Mays","Round Rock","TX","78664-4604","48","6","Robert Painter","Owner","5122442235","5122442235","5122442235","742262940","826291866","02239100","1","www.centraltexasbeautycollege.com","9","3","3","2","1","2","2","0","2","2","-2","-2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","-2","2","1"
"246594","Martins College of Cosmetology","1034 S 18th St","Manitowoc","WI","54220-5040","55","3","David Kwitek","School Group General Manager","9206843028","92068430281007","92068430281010","391526266","189015563","02332100","1","www.mcofc.com","6","2","3","4","1","2","2","0","2","2","-2","2","2","32","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"246600","International Junior College Ponce College of Tech","Estrella St 57","Ponce","PR","00731","72","9","Gloria Santiago","Dean","7878445325","7878445325","7878447285","","","02276403","1","","9","3","3","2","1","2","2","0","2","2","-2","-2","2","12","1","D","-2","2006","05/26/2006","3","1","3","9","-2","","-2","-3","-3","-3","-3","-3","-3","-3","-1","2","1"
"246789","Unification Theological Seminary","30 Seminary Drive","Barrytown","NY","12507","36","2","Tyler Hendricks","President","8457523000","8457523000200","8457523000200","141569152","114249394","03216300","1","WWW.UTS.EDU","2","1","2","9","2","1","1","11","1","2","2","2","2","41","1","A","-2","-2","-2","1","1","1","1","1","","1","24","-2","-2","-2","7","-2","51","2","2","1"
"246813","Athens Technical College","800 US Hwy 29 N","Athens","GA","30601-1500","13","5","Flora W. Tydings","President","7063555000","7063555009","7063555005","581722080","606762888","00560000","1","www.athenstech.edu","4","2","1","4","1","2","2","40","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","","4","2","1","-1","2","1","2","40","1","2","2"
"246895","Maricopa Skill Center","1245 E Buckeye","Phoenix","AZ","85034-4101","4","6","John Underwood","Executive Director","6022384300","6022384350","6022384343","860185552","009063079","00830302","1","www.maricopaskillcenter.com","4","2","1","4","1","2","2","0","2","2","-2","2","2","11","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","2"
"246974","Western Career College - San Leandro","170 Bay Fair Mall","San Leandro","CA","95478","6","8","Greg Nathanson","President","5102763888","5102763888","5102763888","913166490","151088051","00974801","1","www.westerncollege.com","6","2","3","4","1","2","2","40","1","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","4","10","1","-1","4","1","1","40","2","2","1"
"247010","Headmasters School of Hair Design","602 Main St","Lewiston","ID","83501","16","7","Peggy Foster","President","2087431512","2087431512","2087431512","820387676","160346490","02349200","1","www.headmastersschoolhairdesign.com","6","2","3","4","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"247047","Razzle Dazzle College Inc","120 Holly Street","Nampa","ID","83686-5104","16","7","Kathy Zimbleman","Owner","2084657660","2084657660","2084657660","820388102","154273130","02559500","1","www.razzledazzlecollege.com","6","2","3","4","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"247065","Beckfield College","16 Spiral Drive","Florence","KY","41042","21","5","Dr. Harry L. Beck","President","8593719393110","8593719393127","8593719393112","611161286","838071652","02491100","1","www.beckfield.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","3","10","1","-1","3","1","1","40","2","2","1"
"247083","University of Louisiana System Administration","Claiborne Building, 1201 N. 3rd St., Suite 7-300","Baton Rouge","LA","70802","22","5","Sally Clausen","President","2253426950","2253426950","2253426950","720768389","","002011A2","2","www.uls.state.la.us","0","1","1","9","1","1","1","11","1","2","2","-2","2","12","1","A","-2","-2","-2","1","1","1","1","-2","","-2","-3","-3","-3","-3","-3","-3","-3","2","2","-2"
"247153","Dorsey Business Schools","34841 Veterans Plaza","Wayne","MI","48184","26","3","Jason Chapman","Director","7345951540","2485859204","7345951540","381998422","173850983","00469201","1","www.dorsey.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","DORSEY SCHOOLS","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"247162","Ecumenical Theological Seminary","2930 Woodward Ave","Detroit","MI","48201","26","3","Dr. Marsha Foster Boyd","President","3138315200","3138315200205","3138315200207","382385150","","04002400","1","www.etseminary.org","2","1","2","9","1","1","1","11","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","1","24","-2","-2","-2","6","-2","-3","2","2","1"
"247232","Health Enrichment Center Inc","204 E Nepessing Street","Lapeer","MI","48446-2316","26","3","Sandy Fritz","President","8106679453","8106679453","8106679453","382747392","","03397500","3","www.healthenrichment.com","9","3","3","2","1","2","2","0","2","2","-2","-1","2","31","1","A","-2","-2","-2","1","1","1","2","2","","6","-3","-3","-3","-3","-3","-3","-3","-1","2","-1"
"247409","Ross Medical Education Center","4054 Bay Rd","Saginaw","MI","48603","26","3","Paul Mitchell","President","98979398002653","98979398002652","98979398002653","382018808","168830610","02099701","1","www.rossmedicaleducation.com","9","3","3","1","1","2","2","0","2","2","-2","2","2","13","1","A","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"247603","Sussex County Community College","One College Hill","Newton","NJ","07860","34","2","Harold H. Damato","Interim President","9733002100","9733002225","9733002218","222379629","605893478","02568800","1","www.sussex.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","4","4","1","-1","2","1","3","40","1","2","2"
"247649","Landmark College","River Rd South","Putney","VT","05346","50","1","Lynda J Katz","President","8023876700","8023876736","8023876718","222586208","122784374","02532600","1","www.landmark.edu","5","2","2","3","1","2","2","40","1","2","2","2","2","42","1","A","-2","-2","-2","1","1","1","1","1","","4","9","1","-1","3","1","1","40","2","2","1"
"247700","National American University-Independence","3620 Arrowhead Avenue","Independence","MO","64057-9998","29","4","Jerry Gallentine","University President","8164127700","8164127700","8164127700","460276203","147982219","00405704","1","www.national.edu","3","1","3","5","1","2","2","30","1","2","-2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","21","6","-1","5","2","6","-3","2","2","1"
"247737","State Board for Community and Junior Colleges","3825 Ridgewood Rd","Jackson","MS","39211","28","5","Wayne Stonecypher","Executive Director","6014326518","6014326518","6014326518","640897726","","002401A1","2","WWW.SBCJC.CC.MS.US","0","2","1","4","1","2","2","40","1","2","2","-2","2","12","1","A","-2","-2","-2","1","1","1","1","-2","","-2","-3","-3","-3","-3","-3","-3","-3","2","2","-2"
"247773","Yeshiva Gedolah of Greater Detroit","24600 Greenfield Rd","Oak Park","MI","48237","26","3","Rabbi P Rushnawitz","Administrator","2489683360","2489683360","2489683360","382569760","193630407","02363800","1","","2","1","2","9","1","1","2","10","1","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","","2","24","-2","-2","-2","3","-2","51","2","2","1"
"247825","Austin Graduate School of Theology","1909 University Ave","Austin","TX","78705","48","6","Stanley G. Reid","President","5124762772","5124762772","5124762772","510174094","080257504","02362800","1","www.austingrad.edu","2","1","2","7","1","1","2","20","1","2","2","2","2","11","1","A","-2","-2","-2","1","1","1","1","1","","2","24","-2","-2","-2","6","-2","51","2","2","1"
"247834","Collin County Community College District","4800 Preston Park Blvd.","Plano","TX","75093","48","6","Cary Israel","President","9728815790","9728815760","9728815710","752037156","148158751","02361400","1","www.ccccd.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","12","1","A","-2","-2","-2","1","1","1","1","1","Collin|CCCCD|CCCC|Quad C|Colin","4","5","1","-1","1","1","5","40","2","2","4"
"247870","Harrison Career Institute-Wilmington","631 W Newport Pke Graystone Plz","Wilmington","DE","19804","10","2","Phyllis Harrison, MHS","Director","3029997827","3029997827","3029997827","223694055","605992999","03021000","1","hci.edu","9","3","3","2","1","2","2","0","2","2","-2","2","2","21","1","M","-2","-2","-2","1","1","1","1","2","","6","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"247922","Ingalls Memorial Hospital Dietetic Internship","One Ingalls Dr","Harvey","IL","60426-3558","17","3","Kurt Johnson","President and Chief Exec Offic","7089155723","7089155723","7089155723","362170866","067444927","02579200","1","www.ingallshealthsystems.org","2","1","2","6","2","1","2","0","2","2","2","2","2","21","1","A","-2","-2","-2","1","1","1","1","1","Ingalls Hospital Dietetic Internship","5","-3","-3","-3","-3","-3","-3","-3","2","2","1"
"247940","Owensboro Community and Technical College","4800 New Hartford Rd","Owensboro","KY","42303","21","5","Jacqueline Addington","President - Owensboro","2706864400","2706864520","2706864527","611320380","605662352","03034500","1","www.octc.kctcs.edu","4","2","1","3","1","2","2","40","1","2","2","2","2","13","1","A","-2","-2","-2","1","1","1","1","1","","4","2","1","-1","1","1","3","40","1","2","3"
